M,N,K,o_kid,hint_mode,o_us,o_slow,oracle_kid,oracle_us,prod_kid,prod_lib,prod_is_default,prod_us,prod_slow,default_us,default_slow,o_vs_default,o_vs_prod,n_ok
17047,2048,8192,0,base,481.915,1.0,0,481.915,7,default,1,1507.058,3.1272,1507.058,3.1272,0.3198,0.3198,19
17130,2048,8192,0,base,469.827,1.0,0,469.827,7,default,1,1508.866,3.2115,1508.866,3.2115,0.3114,0.3114,19
17611,2048,8192,0,base,489.575,1.0,0,489.575,7,default,1,1555.878,3.178,1555.878,3.178,0.3147,0.3147,19
19345,2048,8192,0,base,534.932,1.0,0,534.932,7,default,1,1711.636,3.1997,1711.636,3.1997,0.3125,0.3125,19
19463,2048,8192,0,base,538.052,1.0,0,538.052,7,default,1,1731.569,3.2182,1731.569,3.2182,0.3107,0.3107,19
19558,2048,8192,0,base,544.648,1.0,0,544.648,7,default,1,1739.585,3.194,1739.585,3.194,0.3131,0.3131,19
20112,2048,8192,0,base,547.72,1.0,0,547.72,7,default,1,1778.073,3.2463,1778.073,3.2463,0.308,0.308,19
20200,2048,8192,0,base,558.964,1.0,0,558.964,7,default,1,1775.761,3.1769,1775.761,3.1769,0.3148,0.3148,19
20710,2048,8192,0,base,589.184,1.0,0,589.184,7,default,1,1822.894,3.0939,1822.894,3.0939,0.3232,0.3232,19
20979,2048,8192,0,base,590.861,1.0,0,590.861,7,default,1,1843.707,3.1204,1843.707,3.1204,0.3205,0.3205,19
21824,2048,8192,0,base,614.517,1.0,0,614.517,7,default,1,1927.984,3.1374,1927.984,3.1374,0.3187,0.3187,19
23819,2048,8192,0,base,677.442,1.0,0,677.442,7,default,1,2125.358,3.1373,2125.358,3.1373,0.3187,0.3187,19
24538,2048,8192,0,base,686.514,1.0,0,686.514,7,default,1,2189.391,3.1891,2189.391,3.1891,0.3136,0.3136,19
25323,2048,8192,0,base,722.306,1.0,0,722.306,7,default,1,2249.745,3.1147,2249.745,3.1147,0.3211,0.3211,19
25359,2048,8192,0,base,742.743,1.0,0,742.743,7,default,1,2264.593,3.049,2264.593,3.049,0.328,0.328,19
26014,2048,8192,0,base,752.339,1.0,0,752.339,7,default,1,2318.489,3.0817,2318.489,3.0817,0.3245,0.3245,19
26029,2048,8192,0,base,755.807,1.0,0,755.807,7,default,1,2321.269,3.0712,2321.269,3.0712,0.3256,0.3256,19
26715,2048,8192,0,base,781.499,1.0,0,781.499,7,default,1,2383.43,3.0498,2383.43,3.0498,0.3279,0.3279,19
26722,2048,8192,0,base,790.035,1.0,0,790.035,7,default,1,2382.694,3.0159,2382.694,3.0159,0.3316,0.3316,19
27572,2048,8192,0,base,805.487,1.0,0,805.487,7,default,1,2454.743,3.0475,2454.743,3.0475,0.3281,0.3281,19
29191,2048,8192,0,base,866.964,1.0,0,866.964,7,default,1,2607.949,3.0081,2607.949,3.0081,0.3324,0.3324,19
30112,2048,8192,0,base,880.489,1.0,0,880.489,7,default,1,2657.21,3.0179,2657.21,3.0179,0.3314,0.3314,19
30911,2048,8192,0,base,912.809,1.0,0,912.809,7,default,1,2750.704,3.0134,2750.704,3.0134,0.3318,0.3318,19
32182,2048,8192,0,base,938.834,1.0,0,938.834,7,default,1,2866.749,3.0535,2866.749,3.0535,0.3275,0.3275,19
33024,2048,8192,0,base,944.41,1.0,0,944.41,7,default,1,2907.538,3.0787,2907.538,3.0787,0.3248,0.3248,19
55,2112,768,8,base,15.384,1.0409,18,14.78,7,default,1,15.604,1.0558,15.604,1.0558,0.9859,0.9859,19
236,2112,768,7,base,15.664,1.0395,3,15.068,7,default,1,15.664,1.0395,15.664,1.0395,1.0,1.0,19
335,2112,768,18,base,15.304,1.0,18,15.304,7,default,1,17.048,1.1139,17.048,1.1139,0.8977,0.8977,19
406,2112,768,18,base,15.312,1.0,18,15.312,7,default,1,17.128,1.1186,17.128,1.1186,0.894,0.894,19
929,2112,768,17,base,63.357,3.7748,3,16.784,7,default,1,23.148,1.3792,23.148,1.3792,2.737,2.737,19
1409,2112,768,0,base,20.508,1.0552,3,19.436,7,default,1,28.296,1.4558,28.296,1.4558,0.7248,0.7248,19
1762,2112,768,0,base,20.624,1.0,0,20.624,7,default,1,32.889,1.5947,32.889,1.5947,0.6271,0.6271,19
2211,2112,768,17,base,116.122,4.9287,3,23.56,7,default,1,38.177,1.6204,38.177,1.6204,3.0417,3.0417,19
2661,2112,768,17,base,126.67,5.0846,2,24.912,7,default,1,43.497,1.746,43.497,1.746,2.9122,2.9122,19
3092,2112,768,0,base,27.22,1.0,0,27.22,7,default,1,46.069,1.6924,46.069,1.6924,0.5909,0.5909,19
3545,2112,768,0,base,27.524,1.0,0,27.524,7,default,1,51.269,1.8627,51.269,1.8627,0.5369,0.5369,19
3782,2112,768,0,base,28.176,1.0,0,28.176,7,default,1,54.141,1.9215,54.141,1.9215,0.5204,0.5204,19
3994,2112,768,0,base,34.716,1.0483,3,33.116,7,default,1,56.229,1.6979,56.229,1.6979,0.6174,0.6174,19
4004,2112,768,0,base,34.869,1.0322,3,33.781,7,default,1,57.809,1.7113,57.809,1.7113,0.6032,0.6032,19
4262,2112,768,0,base,35.621,1.0431,3,34.149,7,default,1,60.917,1.7839,60.917,1.7839,0.5847,0.5847,19
4544,2112,768,0,base,35.236,1.0364,2,34.0,7,default,1,63.453,1.8662,63.453,1.8662,0.5553,0.5553,19
4572,2112,768,0,base,35.017,1.0323,2,33.92,7,default,1,61.721,1.8196,61.721,1.8196,0.5673,0.5673,19
4630,2112,768,0,base,35.128,1.0409,2,33.748,7,default,1,63.957,1.8951,63.957,1.8951,0.5493,0.5493,19
5614,2112,768,0,base,36.073,1.0,0,36.073,7,default,1,75.185,2.0843,75.185,2.0843,0.4798,0.4798,19
5780,2112,768,0,base,42.285,1.0604,1,39.877,7,default,1,78.709,1.9738,78.709,1.9738,0.5372,0.5372,19
5842,2112,768,0,base,41.853,1.0803,1,38.741,7,default,1,76.337,1.9705,76.337,1.9705,0.5483,0.5483,19
6246,2112,768,0,base,42.317,1.0,0,42.317,7,default,1,80.597,1.9046,80.597,1.9046,0.525,0.525,19
6334,2112,768,0,base,42.553,1.0,0,42.553,7,default,1,82.457,1.9378,82.457,1.9378,0.5161,0.5161,19
6490,2112,768,0,base,42.181,1.0,0,42.181,7,default,1,82.573,1.9576,82.573,1.9576,0.5108,0.5108,19
6807,2112,768,0,base,43.137,1.0,0,43.137,7,default,1,86.837,2.0131,86.837,2.0131,0.4968,0.4968,19
6889,2112,768,0,base,43.397,1.0,0,43.397,7,default,1,88.125,2.0307,88.125,2.0307,0.4924,0.4924,19
7071,2112,768,0,base,43.693,1.0,0,43.693,7,default,1,90.581,2.0731,90.581,2.0731,0.4824,0.4824,19
7146,2112,768,0,base,43.785,1.0,0,43.785,7,default,1,89.749,2.0498,89.749,2.0498,0.4879,0.4879,19
7682,2112,768,0,base,50.421,1.0479,1,48.117,7,default,1,96.521,2.006,96.521,2.006,0.5224,0.5224,19
8758,2112,768,0,base,51.601,1.0,0,51.601,7,default,1,107.485,2.083,107.485,2.083,0.4801,0.4801,19
8904,2112,768,0,base,52.808,1.0,0,52.808,7,default,1,111.354,2.1086,111.354,2.1086,0.4742,0.4742,19
9058,2112,768,0,base,51.569,1.0,0,51.569,7,default,1,112.418,2.18,112.418,2.18,0.4587,0.4587,19
9109,2112,768,0,base,50.501,1.0,0,50.501,7,default,1,109.101,2.1604,109.101,2.1604,0.4629,0.4629,19
9261,2112,768,0,base,50.673,1.0,0,50.673,7,default,1,112.082,2.2119,112.082,2.2119,0.4521,0.4521,19
9314,2112,768,0,base,51.249,1.0,0,51.249,7,default,1,111.902,2.1835,111.902,2.1835,0.458,0.458,19
9488,2112,768,0,base,50.981,1.0,0,50.981,7,default,1,116.378,2.2828,116.378,2.2828,0.4381,0.4381,19
9536,2112,768,0,base,50.921,1.0,0,50.921,7,default,1,117.726,2.3119,117.726,2.3119,0.4325,0.4325,19
9574,2112,768,0,base,51.449,1.0,0,51.449,7,default,1,117.478,2.2834,117.478,2.2834,0.4379,0.4379,19
9614,2112,768,0,base,56.673,1.0251,1,55.284,7,default,1,116.742,2.1117,116.742,2.1117,0.4855,0.4855,19
10198,2112,768,0,base,57.657,1.0,0,57.657,7,default,1,122.974,2.1329,122.974,2.1329,0.4689,0.4689,19
10235,2112,768,0,base,58.149,1.0,0,58.149,7,default,1,124.842,2.1469,124.842,2.1469,0.4658,0.4658,19
10468,2112,768,0,base,57.736,1.0,0,57.736,7,default,1,127.914,2.2155,127.914,2.2155,0.4514,0.4514,19
10570,2112,768,0,base,57.769,1.0,0,57.769,7,default,1,126.013,2.1813,126.013,2.1813,0.4584,0.4584,19
10596,2112,768,0,base,57.641,1.0,0,57.641,7,default,1,129.102,2.2398,129.102,2.2398,0.4465,0.4465,19
10702,2112,768,0,base,57.565,1.0,0,57.565,7,default,1,130.442,2.266,130.442,2.266,0.4413,0.4413,19
10709,2112,768,0,base,58.981,1.0,0,58.981,7,default,1,129.97,2.2036,129.97,2.2036,0.4538,0.4538,19
10755,2112,768,0,base,57.841,1.0,0,57.841,7,default,1,128.81,2.227,128.81,2.227,0.449,0.449,19
11404,2112,768,0,base,58.665,1.0,0,58.665,7,default,1,136.81,2.3321,136.81,2.3321,0.4288,0.4288,19
11709,2112,768,0,base,64.497,1.0,0,64.497,7,default,1,139.858,2.1684,139.858,2.1684,0.4612,0.4612,19
11738,2112,768,0,base,64.357,1.0113,1,63.637,7,default,1,140.19,2.203,140.19,2.203,0.4591,0.4591,19
12005,2112,768,0,base,64.505,1.0,0,64.505,7,default,1,143.246,2.2207,143.246,2.2207,0.4503,0.4503,19
12045,2112,768,0,base,65.549,1.0,0,65.549,7,default,1,143.574,2.1903,143.574,2.1903,0.4566,0.4566,19
12208,2112,768,0,base,64.501,1.0,0,64.501,7,default,1,147.762,2.2909,147.762,2.2909,0.4365,0.4365,19
12380,2112,768,0,base,64.277,1.0,0,64.277,7,default,1,149.206,2.3213,149.206,2.3213,0.4308,0.4308,19
12421,2112,768,0,base,64.469,1.0,0,64.469,7,default,1,148.514,2.3037,148.514,2.3037,0.4341,0.4341,19
12506,2112,768,0,base,65.689,1.0,0,65.689,7,default,1,150.554,2.2919,150.554,2.2919,0.4363,0.4363,19
12808,2112,768,0,base,65.685,1.0,0,65.685,7,default,1,154.05,2.3453,154.05,2.3453,0.4264,0.4264,19
12936,2112,768,0,base,64.645,1.0,0,64.645,7,default,1,153.262,2.3708,153.262,2.3708,0.4218,0.4218,19
14751,2112,768,0,base,71.341,1.0,0,71.341,7,default,1,174.951,2.4523,174.951,2.4523,0.4078,0.4078,19
15457,2112,768,0,base,79.513,1.0,0,79.513,7,default,1,181.715,2.2853,181.715,2.2853,0.4376,0.4376,19
15547,2112,768,0,base,79.749,1.0,0,79.749,7,default,1,184.895,2.3184,184.895,2.3184,0.4313,0.4313,19
16620,2112,768,0,base,80.877,1.0,0,80.877,7,default,1,194.475,2.4046,194.475,2.4046,0.4159,0.4159,19
17329,2112,768,0,base,86.205,1.0,0,86.205,7,default,1,200.663,2.3277,200.663,2.3277,0.4296,0.4296,19
17748,2112,768,0,base,86.029,1.0,0,86.029,7,default,1,207.603,2.4132,207.603,2.4132,0.4144,0.4144,19
18049,2112,768,0,base,86.169,1.0,0,86.169,7,default,1,207.567,2.4088,207.567,2.4088,0.4151,0.4151,19
18226,2112,768,0,base,86.897,1.0,0,86.897,7,default,1,209.563,2.4116,209.563,2.4116,0.4147,0.4147,19
19048,2112,768,0,base,86.277,1.0,0,86.277,7,default,1,221.491,2.5672,221.491,2.5672,0.3895,0.3895,19
19273,2112,768,0,base,92.601,1.0,0,92.601,7,default,1,223.719,2.4159,223.719,2.4159,0.4139,0.4139,19
20138,2112,768,0,base,93.95,1.0,0,93.95,7,default,1,233.632,2.4868,233.632,2.4868,0.4021,0.4021,19
20177,2112,768,0,base,93.906,1.0,0,93.906,7,default,1,229.847,2.4476,229.847,2.4476,0.4086,0.4086,19
20599,2112,768,0,base,93.689,1.0,0,93.689,7,default,1,235.696,2.5157,235.696,2.5157,0.3975,0.3975,19
21708,2112,768,0,base,101.59,1.0,0,101.59,7,default,1,256.804,2.5279,256.804,2.5279,0.3956,0.3956,19
21950,2112,768,0,base,102.205,1.0,0,102.205,7,default,1,254.239,2.4875,254.239,2.4875,0.402,0.402,19
22134,2112,768,0,base,101.817,1.0,0,101.817,7,default,1,258.64,2.5402,258.64,2.5402,0.3937,0.3937,19
23290,2112,768,0,base,107.829,1.0,0,107.829,7,default,1,268.815,2.493,268.815,2.493,0.4011,0.4011,19
23522,2112,768,0,base,106.89,1.0,0,106.89,7,default,1,276.288,2.5848,276.288,2.5848,0.3869,0.3869,19
23879,2112,768,0,base,107.446,1.0,0,107.446,7,default,1,288.6,2.686,288.6,2.686,0.3723,0.3723,19
24708,2112,768,0,base,108.562,1.0,0,108.562,7,default,1,295.836,2.7251,295.836,2.7251,0.367,0.367,19
25909,2112,768,0,base,115.654,1.0,0,115.654,7,default,1,309.376,2.675,309.376,2.675,0.3738,0.3738,19
26431,2112,768,0,base,115.022,1.0,0,115.022,7,default,1,310.201,2.6969,310.201,2.6969,0.3708,0.3708,19
27497,2112,768,0,base,123.23,1.0,0,123.23,7,default,1,329.645,2.675,329.645,2.675,0.3738,0.3738,19
28829,2112,768,0,base,127.418,1.0,0,127.418,7,default,1,321.921,2.5265,321.921,2.5265,0.3958,0.3958,19
28951,2112,768,0,base,129.174,1.0,0,129.174,7,default,1,344.789,2.6692,344.789,2.6692,0.3746,0.3746,19
29756,2112,768,0,base,129.758,1.0,0,129.758,7,default,1,353.213,2.7221,353.213,2.7221,0.3674,0.3674,19
29887,2112,768,0,base,128.097,1.0,0,128.097,7,default,1,358.725,2.8004,358.725,2.8004,0.3571,0.3571,19
29918,2112,768,0,base,130.546,1.0,0,130.546,7,default,1,356.601,2.7316,356.601,2.7316,0.3661,0.3661,19
29919,2112,768,0,base,130.262,1.0,0,130.262,7,default,1,363.317,2.7891,363.317,2.7891,0.3585,0.3585,19
31278,2112,768,0,base,136.446,1.0,0,136.446,7,default,1,369.925,2.7111,369.925,2.7111,0.3688,0.3688,19
33024,2112,768,0,base,144.106,1.0,0,144.106,7,default,1,397.342,2.7573,397.342,2.7573,0.3627,0.3627,19
10,4352,2304,8,nt_b,16.076,1.0,8,16.076,7,default,1,18.14,1.1284,18.14,1.1284,0.8862,0.8862,19
23,4352,2304,13,nt_b,18.368,1.1406,8,16.104,7,default,1,18.208,1.1307,18.208,1.1307,1.0088,1.0088,19
171,4352,2304,18,base,20.988,1.022,3,20.537,7,default,1,25.376,1.2357,25.376,1.2357,0.8271,0.8271,19
254,4352,2304,17,base,59.849,2.5899,2,23.108,7,default,1,31.937,1.382,31.937,1.382,1.874,1.874,19
319,4352,2304,17,base,60.413,2.5946,2,23.284,7,default,1,32.113,1.3792,32.113,1.3792,1.8813,1.8813,19
419,4352,2304,17,base,60.461,2.5314,2,23.884,7,default,1,38.497,1.6118,38.497,1.6118,1.5706,1.5706,19
836,4352,2304,0,base,30.804,1.0,0,30.804,7,default,1,62.505,2.0291,62.505,2.0291,0.4928,0.4928,19
887,4352,2304,0,base,30.196,1.0,0,30.196,7,default,1,62.129,2.0575,62.129,2.0575,0.486,0.486,19
1419,4352,2304,0,base,41.965,1.0,0,41.965,7,default,1,90.086,2.1467,90.086,2.1467,0.4658,0.4658,19
1741,4352,2304,0,base,43.829,1.0,0,43.829,7,default,1,108.63,2.4785,108.63,2.4785,0.4035,0.4035,19
1998,4352,2304,0,base,57.765,1.0337,2,55.881,7,default,1,123.077,2.2025,123.077,2.2025,0.4693,0.4693,19
2250,4352,2304,0,base,57.848,1.0318,2,56.068,7,default,1,135.266,2.4125,135.266,2.4125,0.4277,0.4277,19
2632,4352,2304,0,base,58.637,1.0,0,58.637,7,default,1,156.646,2.6715,156.646,2.6715,0.3743,0.3743,19
2652,4352,2304,0,base,59.089,1.0,0,59.089,7,default,1,161.642,2.7356,161.642,2.7356,0.3656,0.3656,19
3232,4352,2304,0,base,72.993,1.0,0,72.993,7,default,1,195.146,2.6735,195.146,2.6735,0.374,0.374,19
3234,4352,2304,0,base,72.181,1.0,0,72.181,7,default,1,191.979,2.6597,191.979,2.6597,0.376,0.376,19
3304,4352,2304,0,base,71.733,1.0,0,71.733,7,default,1,197.723,2.7564,197.723,2.7564,0.3628,0.3628,19
3322,4352,2304,0,base,72.429,1.0,0,72.429,7,default,1,202.723,2.7989,202.723,2.7989,0.3573,0.3573,19
3603,4352,2304,0,base,73.105,1.0,0,73.105,7,default,1,212.847,2.9115,212.847,2.9115,0.3435,0.3435,19
3745,4352,2304,0,base,73.945,1.0,0,73.945,7,default,1,223.363,3.0207,223.363,3.0207,0.3311,0.3311,19
3756,4352,2304,0,base,74.965,1.0,0,74.965,7,default,1,222.395,2.9666,222.395,2.9666,0.3371,0.3371,19
4000,4352,2304,0,base,87.209,1.0,0,87.209,7,default,1,237.795,2.7267,237.795,2.7267,0.3667,0.3667,19
4877,4352,2304,0,base,101.805,1.0,0,101.805,7,default,1,283.6,2.7857,283.6,2.7857,0.359,0.359,19
4932,4352,2304,0,base,102.785,1.0,0,102.785,7,default,1,285.92,2.7817,285.92,2.7817,0.3595,0.3595,19
4949,4352,2304,0,base,100.825,1.0,0,100.825,7,default,1,287.456,2.851,287.456,2.851,0.3508,0.3508,19
5265,4352,2304,0,base,101.969,1.0,0,101.969,7,default,1,305.824,2.9992,305.824,2.9992,0.3334,0.3334,19
5351,4352,2304,0,base,103.286,1.0,0,103.286,7,default,1,307.96,2.9816,307.96,2.9816,0.3354,0.3354,19
5581,4352,2304,0,base,104.05,1.0,0,104.05,7,default,1,319.881,3.0743,319.881,3.0743,0.3253,0.3253,19
6054,4352,2304,0,base,116.086,1.0,0,116.086,7,default,1,346.857,2.9879,346.857,2.9879,0.3347,0.3347,19
6490,4352,2304,0,base,118.978,1.0,0,118.978,7,default,1,366.329,3.079,366.329,3.079,0.3248,0.3248,19
6568,4352,2304,0,base,121.546,1.0,0,121.546,7,default,1,373.085,3.0695,373.085,3.0695,0.3258,0.3258,19
6877,4352,2304,0,base,134.478,1.0,0,134.478,7,default,1,386.674,2.8754,386.674,2.8754,0.3478,0.3478,19
6930,4352,2304,0,base,133.118,1.0,0,133.118,7,default,1,391.99,2.9447,391.99,2.9447,0.3396,0.3396,19
7441,4352,2304,0,base,133.294,1.0,0,133.294,7,default,1,418.074,3.1365,418.074,3.1365,0.3188,0.3188,19
8695,4352,2304,0,base,162.702,1.0,0,162.702,7,default,1,495.791,3.0472,495.791,3.0472,0.3282,0.3282,19
8863,4352,2304,0,base,163.138,1.0,0,163.138,7,default,1,503.035,3.0835,503.035,3.0835,0.3243,0.3243,19
9213,4352,2304,0,base,164.638,1.0,0,164.638,7,default,1,522.335,3.1726,522.335,3.1726,0.3152,0.3152,19
9596,4352,2304,0,base,164.65,1.0,0,164.65,7,default,1,540.26,3.2813,540.26,3.2813,0.3048,0.3048,19
10706,4352,2304,0,base,193.939,1.0,0,193.939,7,default,1,599.677,3.0921,599.677,3.0921,0.3234,0.3234,19
10818,4352,2304,0,base,199.603,1.0,0,199.603,7,default,1,604.629,3.0292,604.629,3.0292,0.3301,0.3301,19
10871,4352,2304,0,base,190.743,1.0,0,190.743,7,default,1,611.649,3.2067,611.649,3.2067,0.3118,0.3118,19
10900,4352,2304,0,base,200.611,1.0,0,200.611,7,default,1,612.537,3.0534,612.537,3.0534,0.3275,0.3275,19
11111,4352,2304,0,base,197.287,1.0,0,197.287,7,default,1,622.781,3.1567,622.781,3.1567,0.3168,0.3168,19
11159,4352,2304,0,base,202.879,1.0,0,202.879,7,default,1,621.585,3.0638,621.585,3.0638,0.3264,0.3264,19
11282,4352,2304,0,base,197.475,1.0,0,197.475,7,default,1,630.485,3.1927,630.485,3.1927,0.3132,0.3132,19
11462,4352,2304,0,base,198.639,1.0,0,198.639,7,default,1,643.853,3.2413,643.853,3.2413,0.3085,0.3085,19
11533,4352,2304,0,base,214.795,1.0,0,214.795,7,default,1,645.869,3.0069,645.869,3.0069,0.3326,0.3326,19
11538,4352,2304,0,base,211.807,1.0,0,211.807,7,default,1,644.021,3.0406,644.021,3.0406,0.3289,0.3289,19
11601,4352,2304,0,base,209.639,1.0,0,209.639,7,default,1,649.669,3.099,649.669,3.099,0.3227,0.3227,19
11629,4352,2304,0,base,219.975,1.0,0,219.975,7,default,1,649.649,2.9533,649.649,2.9533,0.3386,0.3386,19
12427,4352,2304,0,base,228.679,1.0,0,228.679,7,default,1,695.018,3.0393,695.018,3.0393,0.329,0.329,19
12942,4352,2304,0,base,226.467,1.0,0,226.467,7,default,1,721.082,3.184,721.082,3.184,0.3141,0.3141,19
12955,4352,2304,0,base,226.907,1.0,0,226.907,7,default,1,721.854,3.1813,721.854,3.1813,0.3143,0.3143,19
13771,4352,2304,0,base,250.675,1.0,0,250.675,7,default,1,763.471,3.0457,763.471,3.0457,0.3283,0.3283,19
14822,4352,2304,0,base,266.968,1.0,0,266.968,7,default,1,823.98,3.0864,823.98,3.0864,0.324,0.324,19
16414,4352,2304,0,base,303.876,1.0,0,303.876,7,default,1,906.773,2.984,906.773,2.984,0.3351,0.3351,19
16564,4352,2304,0,base,301.212,1.0,0,301.212,7,default,1,910.933,3.0242,910.933,3.0242,0.3307,0.3307,19
17418,4352,2304,0,base,312.261,1.0,0,312.261,7,default,1,957.562,3.0665,957.562,3.0665,0.3261,0.3261,19
17726,4352,2304,0,base,318.756,1.0,0,318.756,7,default,1,975.886,3.0615,975.886,3.0615,0.3266,0.3266,19
17824,4352,2304,0,base,323.625,1.0,0,323.625,7,default,1,984.866,3.0432,984.866,3.0432,0.3286,0.3286,19
18423,4352,2304,0,base,329.065,1.0,0,329.065,7,default,1,1011.231,3.073,1011.231,3.073,0.3254,0.3254,19
18876,4352,2304,0,base,342.117,1.0,0,342.117,7,default,1,1032.683,3.0185,1032.683,3.0185,0.3313,0.3313,19
18933,4352,2304,0,base,353.261,1.0,0,353.261,7,default,1,1034.879,2.9295,1034.879,2.9295,0.3414,0.3414,19
19033,4352,2304,0,base,342.141,1.0,0,342.141,7,default,1,1042.763,3.0478,1042.763,3.0478,0.3281,0.3281,19
19234,4352,2304,0,base,356.129,1.0,0,356.129,7,default,1,1053.347,2.9578,1053.347,2.9578,0.3381,0.3381,19
19393,4352,2304,0,base,364.437,1.0,0,364.437,7,default,1,1064.255,2.9203,1064.255,2.9203,0.3424,0.3424,19
19610,4352,2304,0,base,351.309,1.0,0,351.309,7,default,1,1073.1,3.0546,1073.1,3.0546,0.3274,0.3274,19
19673,4352,2304,0,base,350.481,1.0,0,350.481,7,default,1,1075.087,3.0675,1075.087,3.0675,0.326,0.326,19
20640,4352,2304,0,base,369.233,1.0,0,369.233,7,default,1,1130.12,3.0607,1130.12,3.0607,0.3267,0.3267,19
20672,4352,2304,0,base,375.373,1.0,0,375.373,7,default,1,1130.684,3.0122,1130.684,3.0122,0.332,0.332,19
21275,4352,2304,0,base,397.814,1.0,0,397.814,7,default,1,1154.116,2.9011,1154.116,2.9011,0.3447,0.3447,19
22320,4352,2304,0,base,409.258,1.0,0,409.258,7,default,1,1216.609,2.9727,1216.609,2.9727,0.3364,0.3364,19
23393,4352,2304,0,base,428.566,1.0,0,428.566,7,default,1,1271.814,2.9676,1271.814,2.9676,0.337,0.337,19
23460,4352,2304,0,base,440.21,1.0,0,440.21,7,default,1,1266.222,2.8764,1266.222,2.8764,0.3477,0.3477,19
26159,4352,2304,0,base,492.399,1.0,0,492.399,7,default,1,1390.104,2.8231,1390.104,2.8231,0.3542,0.3542,19
26442,4352,2304,0,base,496.235,1.0,0,496.235,7,default,1,1411.404,2.8442,1411.404,2.8442,0.3516,0.3516,19
26833,4352,2304,0,base,502.267,1.0,0,502.267,7,default,1,1430.237,2.8476,1430.237,2.8476,0.3512,0.3512,19
28995,4352,2304,0,base,533.16,1.0,0,533.16,7,default,1,1536.338,2.8816,1536.338,2.8816,0.347,0.347,19
29559,4352,2304,0,base,541.864,1.0,0,541.864,7,default,1,1565.202,2.8886,1565.202,2.8886,0.3462,0.3462,19
29624,4352,2304,0,base,549.928,1.0,0,549.928,7,default,1,1566.822,2.8491,1566.822,2.8491,0.351,0.351,19
31473,4352,2304,0,base,584.256,1.0,0,584.256,7,default,1,1673.476,2.8643,1673.476,2.8643,0.3491,0.3491,19
32083,4352,2304,0,base,596.005,1.0,0,596.005,7,default,1,1692.132,2.8391,1692.132,2.8391,0.3522,0.3522,19
32929,4352,2304,0,base,613.053,1.0,0,613.053,7,default,1,1747.661,2.8507,1747.661,2.8507,0.3508,0.3508,19
33024,4352,2304,0,base,598.901,1.0,0,598.901,7,default,1,1760.741,2.94,1760.741,2.94,0.3401,0.3401,19
1029,4352,6144,17,base,313.808,4.0796,2,76.921,7,default,1,165.846,2.1561,165.846,2.1561,1.8922,1.8922,19
1178,4352,6144,17,base,311.032,4.0414,2,76.961,7,default,1,183.459,2.3838,183.459,2.3838,1.6954,1.6954,19
1294,4352,6144,17,base,327.545,4.1919,2,78.137,7,default,1,198.243,2.5371,198.243,2.5371,1.6522,1.6522,19
1312,4352,6144,17,base,328.237,4.1732,2,78.653,7,default,1,195.59,2.4867,195.59,2.4867,1.6782,1.6782,19
1843,4352,6144,0,base,87.005,1.0,0,87.005,7,default,1,291.94,3.3554,291.94,3.3554,0.298,0.298,19
2470,4352,6144,0,base,120.178,1.0,0,120.178,7,default,1,370.329,3.0815,370.329,3.0815,0.3245,0.3245,19
2780,4352,6144,0,base,123.953,1.0,0,123.953,7,default,1,416.062,3.3566,416.062,3.3566,0.2979,0.2979,19
2838,4352,6144,14,base,178.439,1.2133,2,147.074,7,default,1,416.186,2.8298,416.186,2.8298,0.4287,0.4287,19
2892,4352,6144,0,base,152.37,1.0,0,152.37,7,default,1,428.178,2.8101,428.178,2.8101,0.3559,0.3559,19
3060,4352,6144,0,base,152.866,1.0,0,152.866,7,default,1,448.515,2.934,448.515,2.934,0.3408,0.3408,19
3718,4352,6144,0,base,159.826,1.0,0,159.826,7,default,1,528.14,3.3045,528.14,3.3045,0.3026,0.3026,19
3949,4352,6144,0,base,189.915,1.0,0,189.915,7,default,1,561.644,2.9573,561.644,2.9573,0.3381,0.3381,19
4378,4352,6144,0,base,200.579,1.0,0,200.579,7,default,1,629.149,3.1367,629.149,3.1367,0.3188,0.3188,19
4868,4352,6144,0,base,229.455,1.0,0,229.455,7,default,1,697.37,3.0392,697.37,3.0392,0.329,0.329,19
4996,4352,6144,0,base,240.919,1.0,0,240.919,7,default,1,712.058,2.9556,712.058,2.9556,0.3383,0.3383,19
5088,4352,6144,0,base,225.475,1.0,0,225.475,7,default,1,726.003,3.2199,726.003,3.2199,0.3106,0.3106,19
5711,4352,6144,0,base,254.128,1.0,0,254.128,7,default,1,812.867,3.1987,812.867,3.1987,0.3126,0.3126,19
5960,4352,6144,0,base,266.98,1.0,0,266.98,7,default,1,846.46,3.1705,846.46,3.1705,0.3154,0.3154,19
6318,4352,6144,0,base,276.448,1.0,0,276.448,7,default,1,894.729,3.2365,894.729,3.2365,0.309,0.309,19
6468,4352,6144,0,base,293.04,1.0,0,293.04,7,default,1,912.941,3.1154,912.941,3.1154,0.321,0.321,19
6850,4352,6144,0,base,326.613,1.0,0,326.613,7,default,1,962.39,2.9466,962.39,2.9466,0.3394,0.3394,19
7161,4352,6144,0,base,333.069,1.0,0,333.069,7,default,1,1011.795,3.0378,1011.795,3.0378,0.3292,0.3292,19
7239,4352,6144,0,base,338.961,1.0,0,338.961,7,default,1,1028.275,3.0336,1028.275,3.0336,0.3296,0.3296,19
