family,gfx,M,N,K,q_dtype_w,prod_us,prod_tflops,prod_bw,prod_status,origami_kernelId,origami_kernelName,origami_splitK,origami_us,origami_tflops,origami_status,origami_err_ratio,origami_correct,winner,origami_speedup_vs_prod,sweep_best_kernelId,sweep_best_kernelName,sweep_best_us,sweep_best_tflops,sweep_status
a8w8,gfx950,32,9216,896,torch.int8,13.5803,38.92,653.6,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,9.2575,57.09,ok,0.0,True,origami,1.467,,,,,
a8w8,gfx950,96,9216,896,torch.int8,13.3549,118.72,757.25,ok,31,a8w8_rowwise_256x16x256x128_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,0,8.6468,183.36,ok,0.0,True,origami,1.544,,,,,
a8w8,gfx950,9,9216,8192,torch.float8_e4m3fn,20.4858,66.34,3697.06,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,20.5178,66.23,ok,0.0,True,prod_default,0.998,,,,,
a8w8,gfx950,4,9216,16384,torch.int8,27.6446,43.7,5467.04,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,37.2461,32.43,ok,0.0,True,prod_default,0.742,,,,,
a8w8,gfx950,192,9216,49920,torch.int8,272.6552,647.94,1735.48,ok,17,a8w8_rowwise_256x64x224x128_16x16_2x7_8x32x1_8x32x1_1x64x1x4_8x8x1_2x1_intrawave_v3,0,343.6407,514.1,ok,0.0,True,prod_default,0.793,,,,,
a8w8,gfx950,448,10240,3200,torch.int8,33.1167,886.57,1309.81,ok,20,a8w8_rowwise_256x64x160x256_16x16_2x5_16x16x1_16x16x1_1x64x1x4_8x8x1_2x1_intrawave_v3,0,33.9634,864.46,ok,0.0,True,prod_default,0.975,,,,,
a8w8,gfx950,1024,10240,3200,torch.int8,63.8707,1050.7,892.68,ok,40,a8w8_rowwise_256x256x224x128_16x16_8x7_8x32x1_8x32x1_1x64x1x4_8x8x1_2x1_intrawave_v3,0,72.3669,927.34,ok,0.0,True,prod_default,0.883,,,,,
a8w8,gfx950,14,10240,7168,torch.int8,18.1711,113.1,4060.71,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,18.2231,112.78,ok,0.0,True,prod_default,0.997,,,,,
a8w8,gfx950,49152,10240,7168,torch.int8,4942.2668,1459.97,289.82,ok,37,a8w8_rowwise_256x256x256x128_16x16_8x8_8x32x1_8x32x1_1x32x1x8_8x8x1_1x2_intrawave_v3,0,10258.1879,703.39,ok,0.0,True,prod_default,0.482,,,,,
a8w8,gfx950,15,10240,8192,torch.int8,16.9604,148.38,4971.36,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,20.8538,120.68,ok,0.0,True,prod_default,0.813,,,,,
a8w8,gfx950,80,10240,8192,torch.float8_e4m3fn,28.4179,472.3,3032.59,ok,28,a8w8_rowwise_256x32x128x256_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8x8x1_1x1_intrawave_v3,0,24.3099,552.11,ok,0.0,True,origami,1.169,,,,,
a8w8,gfx950,96,12800,5120,torch.int8,23.3952,537.84,2927.32,ok,27,a8w8_rowwise_256x32x160x256_16x16_1x5_16x16x1_16x16x1_1x32x1x8_4x4x1_1x1_intrawave_v3,0,20.8551,603.35,ok,0.0,True,origami,1.122,,,,,
a8w8,gfx950,4,12800,6656,torch.int8,17.5497,38.84,4861.94,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,17.6284,38.66,ok,0.0,True,prod_default,0.996,,,,,
a8w8,gfx950,14,12800,7168,torch.int8,18.7351,137.12,4921.74,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,18.9644,135.46,ok,0.0,True,prod_default,0.988,,,,,
a8w8,gfx950,15,12800,7168,torch.int8,18.8057,146.37,4904.99,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,19.1351,143.85,ok,0.0,True,prod_default,0.983,,,,,
a8w8,gfx950,640,12800,19968,torch.int8,192.6321,1698.34,1478.23,ok,39,a8w8_rowwise_256x224x256x128_16x16_7x8_8x32x1_8x32x1_1x32x1x8_8x8x1_1x2_intrawave_v3,0,405.2207,807.35,ok,0.0,True,prod_default,0.475,,,,,
a8w8,gfx950,896,12800,19968,torch.int8,268.0697,1708.58,1105.75,ok,39,a8w8_rowwise_256x224x256x128_16x16_7x8_8x32x1_8x32x1_1x32x1x8_8x8x1_1x2_intrawave_v3,0,346.3087,1322.57,ok,0.0,True,prod_default,0.774,,,,,
a8w8,gfx950,2,13312,1280,torch.int8,13.2403,5.15,1291.15,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,9.4095,7.24,ok,0.0,True,origami,1.407,,,,,
a8w8,gfx950,80,13312,1280,torch.int8,13.8443,196.93,1392.03,ok,27,a8w8_rowwise_256x32x160x256_16x16_1x5_16x16x1_16x16x1_1x32x1x8_4x4x1_1x1_intrawave_v3,0,9.3709,290.93,ok,0.0,True,origami,1.477,,,,,
a8w8,gfx950,80,13312,16384,torch.float8_e4m3fn,59.5546,585.96,3720.02,ok,27,a8w8_rowwise_256x32x160x256_16x16_1x5_16x16x1_16x16x1_1x32x1x8_4x4x1_1x1_intrawave_v3,0,64.328,542.48,ok,0.0,True,prod_default,0.926,,,,,
a8w8,gfx950,10,16384,2048,torch.int8,13.3096,50.42,2547.22,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,8.8695,75.66,ok,0.0,True,origami,1.501,,,,,
a8w8,gfx950,24,16384,2048,torch.float8_e4m3fn,13.351,120.64,2575.84,ok,36,a8w8_rowwise_256x128x128x64_32x32_2x2_4x64x1_4x64x1_1x32x1x8_8x8x1_1x1_intrawave_v4,0,16.2444,99.15,ok,0.0,True,prod_default,0.822,,,,,
a8w8,gfx950,768,16384,4096,torch.int8,65.6601,1569.89,1453.25,ok,40,a8w8_rowwise_256x256x224x128_16x16_8x7_8x32x1_8x32x1_1x64x1x4_8x8x1_2x1_intrawave_v3,0,87.2845,1180.96,ok,0.0,True,prod_default,0.752,,,,,
a8w8,gfx950,48,16384,8192,torch.int8,25.6859,501.63,5301.9,ok,34,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,0,29.6966,433.88,ok,0.0,True,prod_default,0.865,,,,,
a8w8,gfx950,384,16384,13312,torch.int8,123.0626,1361.13,1916.09,ok,17,a8w8_rowwise_256x64x224x128_16x16_2x7_8x32x1_8x32x1_1x64x1x4_8x8x1_2x1_intrawave_v3,0,148.9752,1124.37,ok,0.0,True,prod_default,0.826,,,,,
a8w8,gfx950,896,26624,256,torch.float8_e4m3fn,35.0954,348.02,1560.19,ok,,,,,,error:RuntimeError:This GEMM is not supported!,,,,,,,,,
a8w8,gfx950,12,26624,896,torch.int8,13.0829,43.76,1873.04,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,9.1629,62.48,ok,0.0,True,origami,1.428,,,,,
a8w8,gfx950,17,26624,896,torch.int8,13.5256,59.97,1831.75,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,9.0829,89.3,ok,0.0,True,origami,1.489,,,,,
a8w8,gfx950,2048,26624,896,torch.int8,111.0224,880.1,1213.65,ok,40,a8w8_rowwise_256x256x224x128_16x16_8x7_8x32x1_8x32x1_1x64x1x4_8x8x1_2x1_intrawave_v3,0,155.3833,628.84,ok,0.0,True,prod_default,0.715,,,,,
a8w8,gfx950,128,26624,2048,torch.int8,17.403,802.08,3539.83,ok,25,a8w8_rowwise_256x32x224x256_16x16_1x7_16x16x1_16x16x1_1x32x1x8_4x4x1_1x1_intrawave_v3,0,26.6579,523.62,ok,0.0,True,prod_default,0.653,,,,,
a8w8,gfx950,6,26624,16384,torch.float8_e4m3fn,89.7019,58.35,4867.51,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,91.57,57.16,ok,0.0,True,prod_default,0.98,,,,,
a8w8,gfx950,17,26624,16384,torch.int8,92.4793,160.37,4729.61,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,164.6675,90.07,ok,0.0,True,prod_default,0.562,,,,,
a8w8,gfx950,2000,26624,16384,torch.int8,1118.8105,1559.54,514.36,ok,39,a8w8_rowwise_256x224x256x128_16x16_7x8_8x32x1_8x32x1_1x32x1x8_8x8x1_1x2_intrawave_v3,0,1444.4801,1207.93,ok,0.0,True,prod_default,0.775,,,,,
a8w8,gfx950,6144,26624,30080,torch.int8,6905.1356,1425.15,190.12,ok,37,a8w8_rowwise_256x256x256x128_16x16_8x8_8x32x1_8x32x1_1x32x1x8_8x8x1_1x2_intrawave_v3,0,14963.3799,657.66,ok,0.0,True,prod_default,0.461,,,,,
a8w8,gfx950,32,28672,7168,torch.float8_e4m3fn,41.1676,319.51,5042.45,ok,42,a8w8_rowwise_256x128x256x64_32x32_2x4_4x64x1_4x64x1_1x32x1x8_8x8x1_1x1_interwave_v1,0,83.6325,157.28,ok,0.0,True,prod_default,0.492,,,,,
a8w8,gfx950,8,28672,8192,torch.float8_e4m3fn,41.9329,89.62,5613.86,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,40.2848,93.29,ok,0.0,True,origami,1.041,,,,,
a8w8,gfx950,14,28672,8192,torch.float8_e4m3fn,42.5142,154.69,5546.34,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,41.8102,157.3,ok,0.0,True,origami,1.017,,,,,
a8w8,gfx950,48,28672,8192,torch.float8_e4m3fn,44.1449,510.79,5391.94,ok,32,a8w8_rowwise_256x16x192x256_16x16_1x3_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v3,0,59.5266,378.8,ok,0.0,True,prod_default,0.742,,,,,
a8w8,gfx950,640,51200,3200,torch.int8,139.0376,1508.33,1664.47,ok,39,a8w8_rowwise_256x224x256x128_16x16_7x8_8x32x1_8x32x1_1x32x1x8_8x8x1_1x2_intrawave_v3,0,239.8011,874.54,ok,0.0,True,prod_default,0.58,,,,,
a8w8,gfx950,2,51200,5120,torch.float8_e4m3fn,55.4038,18.93,4735.4,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,54.1665,19.36,ok,0.0,True,origami,1.023,,,,,
a8w8,gfx950,112,51200,5120,torch.float8_e4m3fn,87.9272,667.83,3118.33,ok,27,a8w8_rowwise_256x32x160x256_16x16_1x5_16x16x1_16x16x1_1x32x1x8_4x4x1_1x1_intrawave_v3,0,100.9128,581.89,ok,0.0,True,prod_default,0.871,,,,,
a8w8,gfx950,5,53248,16384,torch.int8,181.8146,47.98,4801.76,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,178.3891,48.91,ok,0.0,True,origami,1.019,,,,,
a8w8,gfx950,20480,53248,16384,torch.float8_e4m3fn,,,,error:RuntimeError:This GEMM is not supported!,,,,,,error:RuntimeError:This GEMM is not supported!,,,,,,,,,
a8w8,gfx950,224,57344,3200,torch.int8,75.1603,1093.77,2792.8,ok,17,a8w8_rowwise_256x64x224x128_16x16_2x7_8x32x1_8x32x1_1x64x1x4_8x8x1_2x1_intrawave_v3,0,80.9884,1015.06,ok,0.0,True,prod_default,0.928,,,,,
a8w8,gfx950,768,57344,3584,torch.float8_e4m3fn,198.1962,1592.77,1495.25,ok,2,a8w8_rowwise_256x256x224x128_32x32_2x7_8x32x1_8x32x1_1x64x1x4_8x8x1_2x1_intrawave_v3,0,169.4956,1862.47,ok,0.0,True,origami,1.169,,,,,
a8w8,gfx950,512,57344,7424,torch.int8,280.7233,1552.91,1739.23,ok,38,a8w8_rowwise_256x256x256x64_16x16_8x8_4x64x1_4x64x1_1x32x1x8_8x8x1_1x2_intrawave_v3,0,374.1707,1165.08,ok,0.0,True,prod_default,0.75,,,,,
a8w8,gfx950,1536,57344,7424,torch.float8_e4m3fn,942.6962,1387.32,650.57,ok,2,a8w8_rowwise_256x256x224x128_32x32_2x7_8x32x1_8x32x1_1x64x1x4_8x8x1_2x1_intrawave_v3,0,660.4101,1980.31,ok,0.0,True,origami,1.427,,,,,
a8w8,gfx950,48,57344,8192,torch.float8_e4m3fn,102.5822,439.62,4636.87,ok,32,a8w8_rowwise_256x16x192x256_16x16_1x3_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v3,0,144.2644,312.6,ok,0.0,True,prod_default,0.711,,,,,
a8w8,gfx950,777,57344,8192,torch.float8_e4m3fn,427.9838,1705.7,1320.7,ok,39,a8w8_rowwise_256x224x256x128_16x16_7x8_8x32x1_8x32x1_1x32x1x8_8x8x1_1x2_intrawave_v3,0,591.0367,1235.14,ok,0.0,True,prod_default,0.724,,,,,
