M,N,K,o_kid,hint_mode,o_us,o_slow,oracle_kid,oracle_us,prod_kid,prod_lib,prod_is_default,prod_us,prod_slow,default_us,default_slow,o_vs_default,o_vs_prod,n_ok
23467,576,7168,0,base,186.854,1.0,0,186.854,,cktile,0,,,782.168,4.186,0.2389,,19
23492,576,7168,0,base,176.362,1.0,0,176.362,,cktile,0,,,777.74,4.4099,0.2268,,19
23949,576,7168,0,base,187.322,1.0,0,187.322,,cktile,0,,,803.208,4.2878,0.2332,,19
24483,576,7168,0,base,188.537,1.0,0,188.537,,cktile,0,,,801.552,4.2514,0.2352,,19
26001,576,7168,0,base,193.958,1.0,0,193.958,,cktile,0,,,858.708,4.4273,0.2259,,19
26103,576,7168,0,base,193.442,1.0,0,193.442,,cktile,0,,,853.552,4.4124,0.2266,,19
27058,576,7168,0,base,215.618,1.0,0,215.618,,cktile,0,,,901.569,4.1813,0.2392,,19
27061,576,7168,0,base,228.082,1.0,0,228.082,,cktile,0,,,893.645,3.9181,0.2552,,19
28374,576,7168,0,base,219.65,1.0,0,219.65,,cktile,0,,,929.353,4.2311,0.2363,,19
28457,576,7168,0,base,231.594,1.0,0,231.594,,cktile,0,,,932.557,4.0267,0.2483,,19
28653,576,7168,0,base,222.022,1.0,0,222.022,,cktile,0,,,914.517,4.119,0.2428,,19
29558,576,7168,0,base,235.022,1.0,0,235.022,,cktile,0,,,972.213,4.1367,0.2417,,19
29822,576,7168,0,base,228.69,1.0,0,228.69,,cktile,0,,,971.222,4.2469,0.2355,,19
30675,576,7168,0,base,230.922,1.0,0,230.922,,cktile,0,,,994.553,4.3069,0.2322,,19
31371,576,7168,0,base,241.474,1.0,0,241.474,,cktile,0,,,1018.858,4.2193,0.237,,19
31396,576,7168,0,base,246.99,1.0,0,246.99,,cktile,0,,,1025.35,4.1514,0.2409,,19
31628,576,7168,0,base,244.275,1.0,0,244.275,,cktile,0,,,1036.77,4.2443,0.2356,,19
33024,576,7168,0,base,284.743,1.0,0,284.743,,cktile,0,,,1083.619,3.8056,0.2628,,19
1189,1024,4096,17,base,94.105,3.0274,2,31.084,2,ck,0,31.084,1.0,48.28,1.5532,1.9491,3.0274,19
3191,1024,4096,0,base,43.952,1.0,0,43.952,0,ck,0,43.952,1.0,92.761,2.1105,0.4738,1.0,19
4105,1024,4096,17,base,192.186,3.5318,2,54.417,0,ck,0,61.333,1.1271,112.257,2.0629,1.712,3.1335,19
8399,1024,4096,0,base,86.513,1.03,2,83.997,0,ck,0,86.513,1.03,203.342,2.4208,0.4255,1.0,19
9609,1024,4096,0,base,87.629,1.0038,2,87.301,0,ck,0,87.629,1.0038,224.01,2.5659,0.3912,1.0,19
10359,1024,4096,0,base,88.693,1.0,0,88.693,0,ck,0,88.693,1.0,246.73,2.7818,0.3595,1.0,19
10387,1024,4096,0,base,88.421,1.0,0,88.421,0,ck,0,88.421,1.0,246.254,2.785,0.3591,1.0,19
12882,1024,4096,0,base,110.477,1.0,0,110.477,0,ck,0,110.477,1.0,302.271,2.7361,0.3655,1.0,19
192,1536,7168,18,base,34.992,1.0166,13,34.42,7,ck,0,35.168,1.0217,35.168,1.0217,0.995,0.995,19
196,1536,7168,12,base,42.272,1.196,7,35.344,7,ck,0,35.344,1.0,35.344,1.0,1.196,1.196,19
197,1536,7168,12,base,42.228,1.1887,7,35.525,7,ck,0,35.525,1.0,35.525,1.0,1.1887,1.1887,19
237,1536,7168,18,base,40.264,1.1246,7,35.804,7,ck,0,35.804,1.0,35.804,1.0,1.1246,1.1246,19
264,1536,7168,18,base,40.556,1.1246,7,36.064,18,ck,0,40.556,1.1246,36.064,1.0,1.1246,1.0,19
355,1536,7168,17,base,166.474,4.258,3,39.096,18,ck,0,41.204,1.0539,55.101,1.4094,3.0213,4.0402,19
937,1536,7168,17,base,166.954,3.6661,2,45.54,18,ck,0,60.436,1.3271,74.161,1.6285,2.2512,2.7625,19
1007,1536,7168,17,base,165.842,3.7629,2,44.073,18,ck,0,60.748,1.3784,73.029,1.657,2.2709,2.73,19
1803,1536,7168,0,base,62.549,1.0,0,62.549,18,ck,0,85.261,1.3631,131.621,2.1043,0.4752,0.7336,19
1832,1536,7168,0,base,61.257,1.0,0,61.257,18,ck,0,85.793,1.4005,130.597,2.132,0.469,0.714,19
1882,1536,7168,0,base,61.521,1.0,0,61.521,18,ck,0,85.905,1.3964,131.181,2.1323,0.469,0.7161,19
2131,1536,7168,0,base,62.405,1.0,0,62.405,0,ck,0,62.405,1.0,150.517,2.412,0.4146,1.0,19
2274,1536,7168,0,base,62.321,1.0,0,62.321,0,ck,0,62.321,1.0,150.517,2.4152,0.414,1.0,19
2406,1536,7168,0,base,62.872,1.0,0,62.872,0,ck,0,62.872,1.0,169.526,2.6963,0.3709,1.0,19
2579,1536,7168,0,base,63.732,1.0,0,63.732,0,ck,0,63.732,1.0,170.21,2.6707,0.3744,1.0,19
2598,1536,7168,0,base,63.292,1.0,0,63.292,0,ck,0,63.292,1.0,170.966,2.7012,0.3702,1.0,19
2949,1536,7168,17,base,349.819,4.0916,2,85.497,0,ck,0,92.589,1.0829,189.978,2.222,1.8414,3.7782,19
3026,1536,7168,17,base,344.823,4.0803,2,84.509,0,ck,0,92.889,1.0992,190.313,2.252,1.8119,3.7122,19
3276,1536,7168,0,base,94.553,1.1089,2,85.269,0,ck,0,94.553,1.1089,209.466,2.4565,0.4514,1.0,19
3423,1536,7168,17,base,350.663,4.0653,2,86.257,0,ck,0,94.305,1.0933,228.51,2.6492,1.5346,3.7184,19
3457,1536,7168,17,base,353.527,4.0823,2,86.6,0,ck,0,93.865,1.0839,229.126,2.6458,1.5429,3.7663,19
3486,1536,7168,17,base,352.843,4.0432,2,87.269,0,ck,0,94.329,1.0809,229.91,2.6345,1.5347,3.7406,19
3528,1536,7168,0,base,93.501,1.1104,2,84.201,0,ck,0,93.501,1.1104,227.234,2.6987,0.4115,1.0,19
3567,1536,7168,17,base,349.547,4.1024,2,85.205,0,ck,0,93.361,1.0957,229.738,2.6963,1.5215,3.744,19
3589,1536,7168,17,base,358.651,4.1033,2,87.405,0,ck,0,94.677,1.0832,229.058,2.6207,1.5658,3.7882,19
3594,1536,7168,17,base,352.747,4.0338,2,87.448,0,ck,0,94.713,1.0831,229.47,2.6241,1.5372,3.7244,19
3619,1536,7168,17,base,357.595,4.1099,2,87.009,0,ck,0,94.893,1.0906,228.882,2.6306,1.5624,3.7684,19
3700,1536,7168,17,base,359.519,4.1333,2,86.981,0,ck,0,93.401,1.0738,229.09,2.6338,1.5693,3.8492,19
3776,1536,7168,17,base,214.426,2.4519,2,87.452,0,ck,0,94.185,1.077,246.982,2.8242,0.8682,2.2767,19
3820,1536,7168,17,base,362.232,4.1762,2,86.736,0,ck,0,92.457,1.066,247.154,2.8495,1.4656,3.9178,19
4083,1536,7168,17,base,353.715,3.9256,2,90.105,0,ck,0,94.089,1.0442,257.466,2.8574,1.3738,3.7594,19
4573,1536,7168,0,base,96.089,1.0,0,96.089,14,ck,0,137.097,1.4268,287.827,2.9954,0.3338,0.7009,19
4580,1536,7168,0,base,95.997,1.0,0,95.997,14,ck,0,137.229,1.4295,287.563,2.9955,0.3338,0.6995,19
4610,1536,7168,0,base,97.501,1.0,0,97.501,14,ck,0,137.741,1.4127,289.203,2.9662,0.3371,0.7079,19
4743,1536,7168,0,base,97.129,1.0,0,97.129,14,ck,0,137.453,1.4152,287.451,2.9595,0.3379,0.7066,19
4757,1536,7168,0,base,97.265,1.0,0,97.265,14,ck,0,136.601,1.4044,291.631,2.9983,0.3335,0.712,19
4869,1536,7168,0,base,97.009,1.0,0,97.009,14,ck,0,138.182,1.4244,308.971,3.185,0.314,0.702,19
5073,1536,7168,0,base,97.153,1.0,0,97.153,14,ck,0,137.938,1.4198,315.511,3.2476,0.3079,0.7043,19
5276,1536,7168,0,base,98.181,1.0,0,98.181,14,ck,0,138.693,1.4126,335.351,3.4156,0.2928,0.7079,19
5346,1536,7168,0,base,98.633,1.0,0,98.633,14,ck,0,139.421,1.4135,333.631,3.3826,0.2956,0.7074,19
5729,1536,7168,0,base,135.205,1.0,0,135.205,14,ck,0,197.298,1.4592,348.871,2.5803,0.3876,0.6853,19
5738,1536,7168,0,base,137.469,1.0,0,137.469,14,ck,0,198.494,1.4439,356.107,2.5904,0.386,0.6926,19
5797,1536,7168,0,base,135.529,1.0,0,135.529,14,ck,0,197.73,1.4589,365.596,2.6975,0.3707,0.6854,19
5807,1536,7168,0,base,137.105,1.0,0,137.105,14,ck,0,199.234,1.4531,370.352,2.7012,0.3702,0.6882,19
6053,1536,7168,0,base,136.558,1.0,0,136.558,14,ck,0,199.974,1.4644,375.92,2.7528,0.3633,0.6829,19
6100,1536,7168,0,base,137.373,1.0,0,137.373,14,ck,0,201.85,1.4694,370.515,2.6971,0.3708,0.6806,19
6116,1536,7168,0,base,134.289,1.0,0,134.289,14,ck,0,200.274,1.4914,372.484,2.7737,0.3605,0.6705,19
6205,1536,7168,0,base,135.333,1.0,0,135.333,14,ck,0,199.61,1.4749,386.784,2.858,0.3499,0.678,19
6784,1536,7168,0,base,132.201,1.0,0,132.201,14,ck,0,192.101,1.4531,414.86,3.1381,0.3187,0.6882,19
7203,1536,7168,0,base,139.586,1.0,0,139.586,14,ck,0,200.938,1.4395,449.513,3.2203,0.3105,0.6947,19
7647,1536,7168,0,base,142.665,1.0,0,142.665,14,ck,0,202.542,1.4197,464.504,3.2559,0.3071,0.7044,19
7721,1536,7168,0,base,142.077,1.0,0,142.077,14,ck,0,202.49,1.4252,465.576,3.2769,0.3052,0.7017,19
7761,1536,7168,0,base,141.149,1.0,0,141.149,14,ck,0,203.61,1.4425,466.089,3.3021,0.3028,0.6932,19
7775,1536,7168,0,base,140.93,1.0,0,140.93,14,ck,0,201.938,1.4329,466.073,3.3071,0.3024,0.6979,19
8463,1536,7168,0,base,178.41,1.0,0,178.41,,cktile,0,,,501.157,2.809,0.356,,19
8558,1536,7168,0,base,174.562,1.0,0,174.562,,cktile,0,,,523.481,2.9988,0.3335,,19
8604,1536,7168,0,base,174.645,1.0,0,174.645,,cktile,0,,,522.685,2.9928,0.3341,,19
8623,1536,7168,0,base,180.918,1.0,0,180.918,,cktile,0,,,520.209,2.8754,0.3478,,19
8763,1536,7168,0,base,179.51,1.0,0,179.51,,cktile,0,,,523.017,2.9136,0.3432,,19
8994,1536,7168,0,base,178.11,1.0,0,178.11,,cktile,0,,,538.877,3.0255,0.3305,,19
9117,1536,7168,0,base,176.738,1.0,0,176.738,,cktile,0,,,538.273,3.0456,0.3283,,19
9427,1536,7168,0,base,179.414,1.0,0,179.414,,cktile,0,,,560.31,3.123,0.3202,,19
9428,1536,7168,0,base,184.118,1.0,0,184.118,,cktile,0,,,558.741,3.0347,0.3295,,19
9546,1536,7168,0,base,180.602,1.0,0,180.602,,cktile,0,,,558.985,3.0951,0.3231,,19
10057,1536,7168,0,base,179.03,1.0,0,179.03,,cktile,0,,,597.654,3.3383,0.2996,,19
10252,1536,7168,0,base,186.17,1.0,0,186.17,,cktile,0,,,616.474,3.3114,0.302,,19
10286,1536,7168,0,base,182.486,1.0,0,182.486,,cktile,0,,,617.29,3.3827,0.2956,,19
10297,1536,7168,0,base,191.69,1.0,0,191.69,,cktile,0,,,617.426,3.221,0.3105,,19
10356,1536,7168,0,base,186.402,1.0,0,186.402,,cktile,0,,,615.946,3.3044,0.3026,,19
10377,1536,7168,0,base,183.83,1.0,0,183.83,,cktile,0,,,617.222,3.3576,0.2978,,19
10585,1536,7168,0,base,181.258,1.0,0,181.258,,cktile,0,,,636.382,3.5109,0.2848,,19
10652,1536,7168,0,base,195.458,1.0,0,195.458,,cktile,0,,,636.474,3.2563,0.3071,,19
10655,1536,7168,0,base,187.322,1.0,0,187.322,,cktile,0,,,636.186,3.3962,0.2944,,19
10684,1536,7168,0,base,185.662,1.0,0,185.662,,cktile,0,,,636.682,3.4293,0.2916,,19
10739,1536,7168,0,base,184.498,1.0,0,184.498,,cktile,0,,,635.694,3.4455,0.2902,,19
10935,1536,7168,0,base,222.574,1.0,0,222.574,,cktile,0,,,654.598,2.941,0.34,,19
10970,1536,7168,0,base,222.874,1.0,0,222.874,,cktile,0,,,656.787,2.9469,0.3393,,19
11000,1536,7168,0,base,218.678,1.0,0,218.678,,cktile,0,,,654.75,2.9941,0.334,,19
11012,1536,7168,0,base,220.694,1.0,0,220.694,,cktile,0,,,656.23,2.9735,0.3363,,19
11041,1536,7168,0,base,221.778,1.0,0,221.778,,cktile,0,,,657.122,2.963,0.3375,,19
11168,1536,7168,0,base,219.606,1.0,0,219.606,,cktile,0,,,653.202,2.9744,0.3362,,19
11217,1536,7168,0,base,223.094,1.0,0,223.094,,cktile,0,,,656.359,2.9421,0.3399,,19
11256,1536,7168,0,base,220.842,1.0,0,220.842,,cktile,0,,,657.215,2.9759,0.336,,19
11405,1536,7168,0,base,221.642,1.0,0,221.642,,cktile,0,,,674.651,3.0439,0.3285,,19
11585,1536,7168,0,base,226.334,1.0,0,226.334,,cktile,0,,,675.667,2.9853,0.335,,19
11620,1536,7168,0,base,230.55,1.0,0,230.55,,cktile,0,,,694.359,3.0117,0.332,,19
12023,1536,7168,0,base,222.546,1.0,0,222.546,,cktile,0,,,713.051,3.2041,0.3121,,19
12043,1536,7168,0,base,225.766,1.0,0,225.766,,cktile,0,,,713.987,3.1625,0.3162,,19
12208,1536,7168,0,base,222.766,1.0,0,222.766,,cktile,0,,,711.571,3.1943,0.3131,,19
12554,1536,7168,0,base,225.362,1.0,0,225.362,,cktile,0,,,733.291,3.2538,0.3073,,19
12624,1536,7168,0,base,236.782,1.0,0,236.782,,cktile,0,,,730.923,3.0869,0.3239,,19
12842,1536,7168,0,base,229.45,1.0,0,229.45,,cktile,0,,,752.327,3.2788,0.305,,19
12876,1536,7168,0,base,227.942,1.0,0,227.942,,cktile,0,,,754.479,3.31,0.3021,,19
13128,1536,7168,0,base,243.826,1.0,0,243.826,,cktile,0,,,772.136,3.1667,0.3158,,19
13545,1536,7168,0,base,240.826,1.0,0,240.826,,cktile,0,,,791.844,3.288,0.3041,,19
13567,1536,7168,0,base,244.406,1.0,0,244.406,,cktile,0,,,792.532,3.2427,0.3084,,19
13583,1536,7168,14,base,324.231,1.2301,0,263.583,,cktile,0,,,791.904,3.0044,0.4094,,19
14671,1536,7168,0,base,283.355,1.0,0,283.355,,cktile,0,,,849.74,2.9989,0.3335,,19
14731,1536,7168,0,base,283.239,1.0,0,283.239,,cktile,0,,,870.064,3.0718,0.3255,,19
15038,1536,7168,0,base,270.439,1.0,0,270.439,,cktile,0,,,888.641,3.2859,0.3043,,19
15232,1536,7168,0,base,266.935,1.0,0,266.935,,cktile,0,,,884.021,3.3118,0.302,,19
15234,1536,7168,0,base,292.107,1.0,0,292.107,,cktile,0,,,888.581,3.042,0.3287,,19
15419,1536,7168,0,base,290.415,1.0,0,290.415,,cktile,0,,,908.013,3.1266,0.3198,,19
15499,1536,7168,0,base,295.343,1.0,0,295.343,,cktile,0,,,909.417,3.0792,0.3248,,19
16932,1536,7168,0,base,332.499,1.0,0,332.499,,cktile,0,,,986.062,2.9656,0.3372,,19
17053,1536,7168,0,base,323.055,1.0,0,323.055,,cktile,0,,,987.71,3.0574,0.3271,,19
17699,1536,7168,0,base,339.763,1.0,0,339.763,,cktile,0,,,1025.638,3.0187,0.3313,,19
18334,1536,7168,0,base,327.687,1.0,0,327.687,,cktile,0,,,1063.802,3.2464,0.308,,19
18494,1536,7168,0,base,332.027,1.0,0,332.027,,cktile,0,,,1083.351,3.2628,0.3065,,19
18596,1536,7168,0,base,349.567,1.0,0,349.567,,cktile,0,,,1083.139,3.0985,0.3227,,19
18616,1536,7168,0,base,345.855,1.0,0,345.855,,cktile,0,,,1081.683,3.1276,0.3197,,19
18704,1536,7168,0,base,336.983,1.0,0,336.983,,cktile,0,,,1079.267,3.2027,0.3122,,19
18812,1536,7168,0,base,343.308,1.0,0,343.308,,cktile,0,,,1100.403,3.2053,0.312,,19
18910,1536,7168,0,base,341.031,1.0,0,341.031,,cktile,0,,,1103.247,3.235,0.3091,,19
19216,1536,7168,0,base,368.028,1.0,0,368.028,,cktile,0,,,1119.911,3.043,0.3286,,19
19869,1536,7168,0,base,387.312,1.0,0,387.312,,cktile,0,,,1162.036,3.0003,0.3333,,19
20112,1536,7168,0,base,389.36,1.0,0,389.36,,cktile,0,,,1158.8,2.9762,0.336,,19
20134,1536,7168,0,base,385.552,1.0,0,385.552,,cktile,0,,,1178.86,3.0576,0.3271,,19
20545,1536,7168,0,base,390.784,1.0,0,390.784,,cktile,0,,,1201.64,3.0749,0.3252,,19
20589,1536,7168,0,base,379.092,1.0,0,379.092,,cktile,0,,,1200.436,3.1666,0.3158,,19
20711,1536,7168,0,base,388.996,1.0,0,388.996,,cktile,0,,,1201.392,3.0884,0.3238,,19
20713,1536,7168,0,base,382.748,1.0,0,382.748,,cktile,0,,,1200.288,3.136,0.3189,,19
20759,1536,7168,0,base,380.82,1.0,0,380.82,,cktile,0,,,1200.891,3.1534,0.3171,,19
20986,1536,7168,0,base,397.264,1.0,0,397.264,,cktile,0,,,1221.22,3.0741,0.3253,,19
22742,1536,7168,0,base,423.728,1.0,0,423.728,,cktile,0,,,1318.325,3.1113,0.3214,,19
22916,1536,7168,0,base,430.992,1.0,0,430.992,,cktile,0,,,1338.321,3.1052,0.322,,19
23516,1536,7168,0,base,430.8,1.0,0,430.8,,cktile,0,,,1358.921,3.1544,0.317,,19
23659,1536,7168,0,base,438.944,1.0,0,438.944,,cktile,0,,,1380.23,3.1444,0.318,,19
23731,1536,7168,0,base,445.244,1.0,0,445.244,,cktile,0,,,1384.798,3.1102,0.3215,,19
23916,1536,7168,0,base,449.78,1.0,0,449.78,,cktile,0,,,1401.994,3.1171,0.3208,,19
24194,1536,7168,0,base,452.457,1.0,0,452.457,,cktile,0,,,1405.333,3.106,0.322,,19
24910,1536,7168,0,base,471.525,1.0,0,471.525,,cktile,0,,,1442.482,3.0592,0.3269,,19
24973,1536,7168,0,base,478.909,1.0,0,478.909,,cktile,0,,,1458.862,3.0462,0.3283,,19
26083,1536,7168,0,base,494.545,1.0,0,494.545,,cktile,0,,,1518.951,3.0714,0.3256,,19
26277,1536,7168,0,base,502.001,1.0,0,502.001,,cktile,0,,,1540.123,3.068,0.3259,,19
27132,1536,7168,0,base,518.233,1.0,0,518.233,,cktile,0,,,1587.136,3.0626,0.3265,,19
28047,1536,7168,0,base,542.965,1.0,0,542.965,,cktile,0,,,1648.14,3.0354,0.3294,,19
28480,1536,7168,0,base,546.817,1.0,0,546.817,,cktile,0,,,1666.748,3.0481,0.3281,,19
28751,1536,7168,0,base,557.529,1.0,0,557.529,,cktile,0,,,1693.441,3.0374,0.3292,,19
28756,1536,7168,0,base,550.473,1.0,0,550.473,,cktile,0,,,1696.301,3.0815,0.3245,,19
30173,1536,7168,0,base,595.142,1.0,0,595.142,,cktile,0,,,1783.55,2.9968,0.3337,,19
30671,1536,7168,0,base,600.918,1.0,0,600.918,,cktile,0,,,1808.99,3.0104,0.3322,,19
32927,1536,7168,0,base,660.955,1.0,0,660.955,,cktile,0,,,1939.055,2.9337,0.3409,,19
33024,1536,7168,0,base,641.018,1.0,0,641.018,,cktile,0,,,1926.955,3.0061,0.3327,,19
2044,4096,1280,14,base,43.016,1.2244,0,35.132,7,default,1,69.821,1.9874,69.821,1.9874,0.6161,0.6161,19
2210,4096,1280,0,base,42.585,1.0525,2,40.46,7,default,1,74.865,1.8503,74.865,1.8503,0.5688,0.5688,19
2837,4096,1280,0,base,42.824,1.0,0,42.824,7,default,1,96.325,2.2493,96.325,2.2493,0.4446,0.4446,19
3884,4096,1280,0,base,52.169,1.0,0,52.169,7,default,1,129.817,2.4884,129.817,2.4884,0.4019,0.4019,19
6329,4096,1280,0,base,80.945,1.0,0,80.945,7,default,1,199.914,2.4698,199.914,2.4698,0.4049,0.4049,19
9186,4096,1280,0,base,101.429,1.0,0,101.429,7,default,1,285.566,2.8154,285.566,2.8154,0.3552,0.3552,19
10920,4096,1280,0,base,120.897,1.0,0,120.897,7,default,1,334.931,2.7704,334.931,2.7704,0.361,0.361,19
11772,4096,1280,0,base,129.297,1.0,0,129.297,7,default,1,360.66,2.7894,360.66,2.7894,0.3585,0.3585,19
21994,4096,1280,0,base,226.014,1.0,0,226.014,7,default,1,648.386,2.8688,648.386,2.8688,0.3486,0.3486,19
22225,4096,1280,0,base,232.762,1.0,0,232.762,7,default,1,657.271,2.8238,657.271,2.8238,0.3541,0.3541,19
30851,4096,1280,0,base,346.139,1.0,0,346.139,7,default,1,905.457,2.6159,905.457,2.6159,0.3823,0.3823,19
178,4608,7168,18,base,41.333,1.0371,3,39.852,18,ck,0,41.333,1.0371,55.037,1.381,0.751,1.0,19
201,4608,7168,12,base,42.732,1.0,12,42.732,18,ck,0,59.973,1.4034,54.957,1.2861,0.7776,0.7125,19
267,4608,7168,17,base,165.626,3.6917,2,44.864,18,ck,0,60.388,1.346,73.681,1.6423,2.2479,2.7427,19
999,4608,7168,17,base,346.659,4.0234,2,86.16,18,ck,0,133.245,1.5465,195.414,2.268,1.774,2.6017,19
1133,4608,7168,17,base,375.08,4.3221,2,86.781,,cktile,0,,,209.054,2.409,1.7942,,19
1589,4608,7168,0,base,97.401,1.0,0,97.401,,cktile,0,,,312.607,3.2095,0.3116,,19
1715,4608,7168,0,base,99.185,1.0,0,99.185,,cktile,0,,,332.591,3.3532,0.2982,,19
2023,4608,7168,0,base,134.045,1.0,0,134.045,,cktile,0,,,375.384,2.8004,0.3571,,19
2056,4608,7168,0,base,135.653,1.0,0,135.653,,cktile,0,,,389.86,2.8739,0.348,,19
2062,4608,7168,0,base,136.07,1.0,0,136.07,,cktile,0,,,391.492,2.8771,0.3476,,19
2266,4608,7168,0,base,136.401,1.0,0,136.401,,cktile,0,,,403.828,2.9606,0.3378,,19
2404,4608,7168,0,base,139.749,1.0,0,139.749,,cktile,0,,,445.2,3.1857,0.3139,,19
2565,4608,7168,0,base,141.173,1.0,0,141.173,,cktile,0,,,464.78,3.2923,0.3037,,19
2651,4608,7168,0,base,144.918,1.0,0,144.918,,cktile,0,,,484.009,3.3399,0.2994,,19
2811,4608,7168,0,base,177.83,1.0,0,177.83,,cktile,0,,,500.133,2.8124,0.3556,,19
2847,4608,7168,0,base,176.086,1.0,0,176.086,,cktile,0,,,520.313,2.9549,0.3384,,19
2850,4608,7168,0,base,175.278,1.0,0,175.278,,cktile,0,,,519.413,2.9634,0.3375,,19
2870,4608,7168,0,base,178.234,1.0,0,178.234,,cktile,0,,,519.657,2.9156,0.343,,19
3048,4608,7168,0,base,177.118,1.0,0,177.118,,cktile,0,,,539.769,3.0475,0.3281,,19
3095,4608,7168,0,base,181.702,1.0,0,181.702,,cktile,0,,,558.813,3.0754,0.3252,,19
3101,4608,7168,0,base,178.594,1.0,0,178.594,,cktile,0,,,558.077,3.1248,0.32,,19
3111,4608,7168,0,base,182.153,1.0,0,182.153,,cktile,0,,,561.61,3.0832,0.3243,,19
3466,4608,7168,0,base,184.993,1.0,0,184.993,,cktile,0,,,618.522,3.3435,0.2991,,19
3571,4608,7168,0,base,184.07,1.0,0,184.07,,cktile,0,,,636.334,3.457,0.2893,,19
3668,4608,7168,0,base,219.926,1.0,0,219.926,,cktile,0,,,656.586,2.9855,0.335,,19
3769,4608,7168,0,base,222.934,1.0,0,222.934,,cktile,0,,,682.191,3.0601,0.3268,,19
4194,4608,7168,0,base,231.002,1.0,0,231.002,,cktile,0,,,733.827,3.1767,0.3148,,19
4905,4608,7168,0,base,282.127,1.0,0,282.127,,cktile,0,,,869.673,3.0826,0.3244,,19
4910,4608,7168,0,base,268.575,1.0,0,268.575,,cktile,0,,,871.421,3.2446,0.3082,,19
4999,4608,7168,0,base,272.862,1.0,0,272.862,,cktile,0,,,888.501,3.2562,0.3071,,19
5000,4608,7168,0,base,277.435,1.0,0,277.435,,cktile,0,,,888.829,3.2037,0.3121,,19
5209,4608,7168,0,base,285.702,1.0,0,285.702,,cktile,0,,,911.797,3.1914,0.3133,,19
5502,4608,7168,0,base,314.487,1.0,0,314.487,,cktile,0,,,969.878,3.084,0.3243,,19
5751,4608,7168,0,base,325.583,1.0,0,325.583,,cktile,0,,,1005.194,3.0874,0.3239,,19
6246,4608,7168,0,base,342.999,1.0,0,342.999,,cktile,0,,,1087.294,3.17,0.3155,,19
6313,4608,7168,0,base,363.955,1.0,0,363.955,,cktile,0,,,1105.579,3.0377,0.3292,,19
6748,4608,7168,0,base,383.9,1.0,0,383.9,,cktile,0,,,1181.156,3.0767,0.325,,19
7093,4608,7168,0,base,395.252,1.0,0,395.252,,cktile,0,,,1239.852,3.1369,0.3188,,19
8119,4608,7168,0,base,446.632,1.0,0,446.632,,cktile,0,,,1424.694,3.1899,0.3135,,19
8233,4608,7168,0,base,471.053,1.0,0,471.053,,cktile,0,,,1445.61,3.0689,0.3259,,19
8620,4608,7168,0,base,488.057,1.0,0,488.057,,cktile,0,,,1501.007,3.0755,0.3252,,19
8732,4608,7168,0,base,490.197,1.0,0,490.197,,cktile,0,,,1518.187,3.0971,0.3229,,19
8733,4608,7168,0,base,481.857,1.0,0,481.857,,cktile,0,,,1519.427,3.1533,0.3171,,19
9026,4608,7168,0,base,499.489,1.0,0,499.489,,cktile,0,,,1580.908,3.165,0.316,,19
9040,4608,7168,0,base,482.465,1.0,0,482.465,,cktile,0,,,1573.888,3.2622,0.3065,,19
9310,4608,7168,0,base,527.489,1.0,0,527.489,,cktile,0,,,1620.968,3.073,0.3254,,19
9381,4608,7168,0,base,534.417,1.0,0,534.417,,cktile,0,,,1635.616,3.0606,0.3267,,19
9561,4608,7168,0,base,537.509,1.0,0,537.509,,cktile,0,,,1679.793,3.1251,0.32,,19
9595,4608,7168,0,base,533.121,1.0,0,533.121,,cktile,0,,,1679.173,3.1497,0.3175,,19
9726,4608,7168,0,base,545.289,1.0,0,545.289,,cktile,0,,,1696.837,3.1118,0.3214,,19
9820,4608,7168,0,base,547.613,1.0,0,547.613,,cktile,0,,,1703.609,3.111,0.3214,,19
10168,4608,7168,0,base,576.538,1.0,0,576.538,,cktile,0,,,1775.03,3.0788,0.3248,,19
10175,4608,7168,0,base,581.422,1.0,0,581.422,,cktile,0,,,1773.958,3.0511,0.3278,,19
10199,4608,7168,0,base,573.982,1.0,0,573.982,,cktile,0,,,1780.526,3.1021,0.3224,,19
10238,4608,7168,0,base,576.026,1.0,0,576.026,,cktile,0,,,1774.942,3.0814,0.3245,,19
10471,4608,7168,0,base,587.058,1.0,0,587.058,,cktile,0,,,1835.562,3.1267,0.3198,,19
10480,4608,7168,0,base,585.494,1.0,0,585.494,,cktile,0,,,1829.622,3.1249,0.32,,19
10481,4608,7168,0,base,589.662,1.0,0,589.662,,cktile,0,,,1833.522,3.1094,0.3216,,19
10679,4608,7168,0,base,590.266,1.0,0,590.266,,cktile,0,,,1855.302,3.1432,0.3182,,19
10711,4608,7168,0,base,594.15,1.0,0,594.15,,cktile,0,,,1875.303,3.1563,0.3168,,19
10864,4608,7168,0,base,601.582,1.0,0,601.582,,cktile,0,,,1885.159,3.1337,0.3191,,19
10934,4608,7168,0,base,628.102,1.0,0,628.102,,cktile,0,,,1918.767,3.0549,0.3273,,19
10935,4608,7168,0,base,619.246,1.0,0,619.246,,cktile,0,,,1912.891,3.0891,0.3237,,19
10966,4608,7168,0,base,632.59,1.0,0,632.59,,cktile,0,,,1909.959,3.0193,0.3312,,19
11109,4608,7168,0,base,629.542,1.0,0,629.542,,cktile,0,,,1926.111,3.0595,0.3268,,19
11241,4608,7168,0,base,634.082,1.0,0,634.082,,cktile,0,,,1946.068,3.0691,0.3258,,19
