M,N,K,o_kid,hint_mode,o_us,o_rank,o_slow,oracle_kid,oracle_us,csv_kid,csv_us,csv_slow,default_us,default_slow,n_ok
5611,4096,3072,0,base,129.862,1,1.0,0,129.862,0,129.862,1.0,381.849,2.9404,19
5614,2048,3072,0,base,70.721,1,1.0,0,70.721,0,70.721,1.0,194.45,2.7495,19
5614,3072,3072,0,base,109.709,1,1.0,0,109.709,0,109.709,1.0,293.592,2.6761,19
5614,4096,3072,0,base,129.79,1,1.0,0,129.79,0,129.79,1.0,382.253,2.9452,19
5622,2048,3072,0,base,71.605,1,1.0,0,71.605,0,71.605,1.0,196.106,2.7387,19
5626,2048,3072,0,base,71.865,1,1.0,0,71.865,0,71.865,1.0,195.442,2.7196,19
5629,3072,3072,0,base,108.417,1,1.0,0,108.417,0,108.417,1.0,288.327,2.6594,19
5629,4096,3072,0,base,128.906,1,1.0,0,128.906,0,128.906,1.0,382.652,2.9685,19
5630,3072,3072,0,base,107.841,1,1.0,0,107.841,0,107.841,1.0,295.564,2.7407,19
5630,4096,3072,0,base,129.042,1,1.0,0,129.042,0,129.042,1.0,386.741,2.997,19
5632,2048,3072,0,base,68.457,1,1.0,0,68.457,0,68.457,1.0,199.334,2.9118,19
5632,3072,3072,0,base,104.821,1,1.0,0,104.821,0,104.821,1.0,294.472,2.8093,19
5632,3072,6144,0,base,183.982,1,1.0,0,183.982,0,183.982,1.0,560.671,3.0474,19
5632,4096,3072,0,base,125.305,1,1.0,0,125.305,0,125.305,1.0,383.584,3.0612,19
5632,8192,3072,0,base,228.731,1,1.0,0,228.731,0,228.731,1.0,735.845,3.2171,19
5633,2048,3072,0,base,72.605,1,1.0,0,72.605,0,72.605,1.0,202.002,2.7822,19
5634,2048,3072,0,base,71.333,1,1.0,0,71.333,0,71.333,1.0,200.078,2.8049,19
5644,2048,3072,0,base,72.305,1,1.0,0,72.305,0,72.305,1.0,201.987,2.7935,19
5648,2048,3072,0,base,72.557,1,1.0,0,72.557,0,72.557,1.0,201.286,2.7742,19
5650,3072,3072,0,base,109.493,1,1.0,0,109.493,0,109.493,1.0,307.9,2.812,19
5650,4096,3072,0,base,130.474,1,1.0,0,130.474,0,130.474,1.0,391.533,3.0009,19
5653,3072,3072,0,base,108.249,1,1.0,0,108.249,0,108.249,1.0,300.608,2.777,19
5653,4096,3072,0,base,130.133,1,1.0,0,130.133,0,130.133,1.0,384.348,2.9535,19
5654,3072,3072,0,base,107.241,1,1.0,0,107.241,0,107.241,1.0,292.783,2.7301,19
5654,4096,3072,0,base,130.485,1,1.0,0,130.485,0,130.485,1.0,386.781,2.9642,19
5655,3072,3072,0,base,108.701,1,1.0,0,108.701,0,108.701,1.0,299.428,2.7546,19
5655,4096,3072,0,base,130.002,1,1.0,0,130.002,0,130.002,1.0,390.189,3.0014,19
5656,3072,3072,0,base,108.813,1,1.0,0,108.813,0,108.813,1.0,304.836,2.8015,19
5656,4096,3072,0,base,128.502,1,1.0,0,128.502,0,128.502,1.0,384.725,2.9939,19
5661,2048,3072,0,base,72.269,1,1.0,0,72.269,0,72.269,1.0,201.842,2.7929,19
5664,2048,3072,0,base,71.937,1,1.0,0,71.937,0,71.937,1.0,201.359,2.7991,19
5665,2048,3072,0,base,72.273,1,1.0,0,72.273,0,72.273,1.0,201.83,2.7926,19
5665,3072,3072,0,base,108.805,1,1.0,0,108.805,0,108.805,1.0,300.587,2.7626,19
5665,4096,3072,0,base,130.509,1,1.0,0,130.509,0,130.509,1.0,386.349,2.9603,19
5667,2048,3072,0,base,71.593,1,1.0,0,71.593,0,71.593,1.0,200.734,2.8038,19
5670,3072,3072,0,base,109.105,1,1.0,0,109.105,0,109.105,1.0,305.332,2.7985,19
5670,4096,3072,0,base,130.273,1,1.0,0,130.273,0,130.273,1.0,393.009,3.0168,19
5671,3072,3072,0,base,109.237,1,1.0,0,109.237,0,109.237,1.0,302.996,2.7737,19
5671,4096,3072,0,base,130.186,1,1.0,0,130.186,0,130.186,1.0,390.321,2.9982,19
5672,2048,3072,0,base,71.577,1,1.0,0,71.577,0,71.577,1.0,201.63,2.817,19
5673,2048,3072,0,base,72.421,1,1.0,0,72.421,0,72.421,1.0,201.774,2.7861,19
5676,2048,3072,0,base,71.801,1,1.0,0,71.801,0,71.801,1.0,201.854,2.8113,19
5676,3072,3072,0,base,109.882,1,1.0,0,109.882,0,109.882,1.0,308.172,2.8046,19
5676,4096,3072,0,base,128.749,1,1.0,0,128.749,0,128.749,1.0,389.757,3.0272,19
5677,3072,3072,0,base,107.777,1,1.0,0,107.777,0,107.777,1.0,305.072,2.8306,19
5677,4096,3072,0,base,129.998,1,1.0,0,129.998,0,129.998,1.0,391.348,3.0104,19
5678,3072,3072,0,base,108.397,1,1.0,0,108.397,0,108.397,1.0,301.788,2.7841,19
5678,4096,3072,0,base,129.682,1,1.0,0,129.682,0,129.682,1.0,393.165,3.0318,19
5681,3072,3072,0,base,108.557,1,1.0,0,108.557,0,108.557,1.0,291.464,2.6849,19
5681,4096,3072,0,base,130.086,1,1.0,0,130.086,0,130.086,1.0,394.277,3.0309,19
5682,2048,3072,0,base,71.461,1,1.0,0,71.461,0,71.461,1.0,202.107,2.8282,19
5687,3072,3072,0,base,109.997,1,1.0,0,109.997,0,109.997,1.0,300.288,2.73,19
5687,4096,3072,0,base,129.326,1,1.0,0,129.326,0,129.326,1.0,388.841,3.0067,19
5688,2048,3072,0,base,72.141,1,1.0,0,72.141,0,72.141,1.0,203.347,2.8187,19
5689,2048,3072,0,base,72.189,1,1.0,0,72.189,0,72.189,1.0,201.666,2.7936,19
5690,2048,3072,0,base,72.009,1,1.0,0,72.009,0,72.009,1.0,202.555,2.8129,19
5691,3072,3072,0,base,109.217,1,1.0,0,109.217,0,109.217,1.0,299.22,2.7397,19
5691,4096,3072,0,base,129.717,1,1.0,0,129.717,0,129.717,1.0,390.005,3.0066,19
5695,3072,3072,0,base,108.542,1,1.0,0,108.542,0,108.542,1.0,299.256,2.7571,19
5695,4096,3072,0,base,129.277,1,1.0,0,129.277,0,129.277,1.0,394.348,3.0504,19
5696,3072,3072,0,base,108.001,1,1.0,0,108.001,0,108.001,1.0,300.504,2.7824,19
5696,4096,3072,0,base,132.15,1,1.0,0,132.15,0,132.15,1.0,387.137,2.9295,19
5697,3072,3072,0,base,108.101,1,1.0,0,108.101,0,108.101,1.0,299.82,2.7735,19
5697,4096,3072,0,base,129.626,1,1.0,0,129.626,0,129.626,1.0,390.689,3.014,19
5708,2048,3072,0,base,72.193,1,1.0,0,72.193,0,72.193,1.0,202.059,2.7989,19
5720,2048,3072,0,base,71.917,1,1.0,0,71.917,0,71.917,1.0,206.542,2.872,19
5721,2048,3072,0,base,72.017,1,1.0,0,72.017,0,72.017,1.0,201.403,2.7966,19
5721,3072,3072,0,base,109.822,1,1.0,0,109.822,0,109.822,1.0,305.62,2.7829,19
5721,4096,3072,0,base,130.258,1,1.0,0,130.258,0,130.258,1.0,390.78,3.0001,19
5732,2048,3072,0,base,71.565,1,1.0,0,71.565,0,71.565,1.0,201.503,2.8157,19
5737,2048,3072,0,base,72.157,1,1.0,0,72.157,0,72.157,1.0,202.638,2.8083,19
5738,2048,3072,0,base,72.201,1,1.0,0,72.201,0,72.201,1.0,201.819,2.7952,19
5760,2048,3072,0,base,69.701,1,1.0,0,69.701,0,69.701,1.0,202.39,2.9037,19
5760,3072,3072,0,base,104.933,1,1.0,0,104.933,0,104.933,1.0,308.816,2.943,19
5760,3072,6144,0,base,185.354,1,1.0,0,185.354,0,185.354,1.0,575.695,3.1059,19
5760,4096,3072,0,base,126.893,1,1.0,0,126.893,0,126.893,1.0,395.597,3.1176,19
5760,8192,3072,0,base,243.807,1,1.0,0,243.807,0,243.807,1.0,752.869,3.088,19
5780,2048,3072,0,base,72.577,1,1.0,0,72.577,0,72.577,1.0,202.21,2.7861,19
5782,2048,3072,0,base,72.761,1,1.0,0,72.761,0,72.761,1.0,203.119,2.7916,19
5813,3072,3072,0,base,108.413,1,1.0,0,108.413,0,108.413,1.0,305.204,2.8152,19
5813,4096,3072,0,base,131.442,1,1.0,0,131.442,0,131.442,1.0,393.557,2.9942,19
5834,3072,3072,0,base,108.841,1,1.0,0,108.841,0,108.841,1.0,309.96,2.8478,19
5834,4096,3072,0,base,129.442,1,1.0,0,129.442,0,129.442,1.0,403.125,3.1143,19
5856,2048,3072,0,base,72.349,1,1.0,0,72.349,0,72.349,1.0,207.207,2.864,19
5873,3072,3072,0,base,109.189,1,1.0,0,109.189,0,109.189,1.0,314.264,2.8782,19
5873,4096,3072,0,base,130.269,1,1.0,0,130.269,0,130.269,1.0,402.941,3.0931,19
5876,2048,3072,0,base,71.681,1,1.0,0,71.681,0,71.681,1.0,204.554,2.8537,19
5888,2048,3072,0,base,70.509,1,1.0,0,70.509,0,70.509,1.0,209.747,2.9747,19
5888,3072,3072,0,base,103.997,1,1.0,0,103.997,0,103.997,1.0,316.872,3.0469,19
5888,3072,6144,0,base,184.358,1,1.0,0,184.358,0,184.358,1.0,592.555,3.2142,19
5888,4096,3072,0,base,127.402,1,1.0,0,127.402,0,127.402,1.0,402.233,3.1572,19
5888,8192,3072,0,base,246.019,1,1.0,0,246.019,0,246.019,1.0,770.253,3.1309,19
5890,3072,3072,0,base,109.457,1,1.0,0,109.457,0,109.457,1.0,302.768,2.7661,19
5890,4096,3072,0,base,130.246,1,1.0,0,130.246,0,130.246,1.0,406.049,3.1176,19
5892,2048,3072,0,base,72.845,1,1.0,0,72.845,0,72.845,1.0,209.515,2.8762,19
5893,3072,3072,0,base,109.758,1,1.0,0,109.758,0,109.758,1.0,312.268,2.8451,19
5893,4096,3072,0,base,129.313,1,1.0,0,129.313,0,129.313,1.0,408.421,3.1584,19
5902,3072,3072,0,base,107.821,1,1.0,0,107.821,0,107.821,1.0,308.236,2.8588,19
5902,4096,3072,0,base,130.374,1,1.0,0,130.374,0,130.374,1.0,406.677,3.1193,19
5906,3072,3072,0,base,108.469,1,1.0,0,108.469,0,108.469,1.0,311.808,2.8746,19
5906,4096,3072,0,base,130.746,1,1.0,0,130.746,0,130.746,1.0,406.921,3.1123,19
5907,3072,3072,0,base,108.397,1,1.0,0,108.397,0,108.397,1.0,309.972,2.8596,19
5907,4096,3072,0,base,129.346,1,1.0,0,129.346,0,129.346,1.0,406.353,3.1416,19
5909,3072,3072,0,base,107.741,1,1.0,0,107.741,0,107.741,1.0,307.004,2.8495,19
5909,4096,3072,0,base,129.253,1,1.0,0,129.253,0,129.253,1.0,407.097,3.1496,19
5938,2048,3072,0,base,72.225,1,1.0,0,72.225,0,72.225,1.0,209.343,2.8985,19
5954,2048,3072,0,base,72.161,1,1.0,0,72.161,0,72.161,1.0,209.726,2.9064,19
5969,2048,3072,0,base,72.837,1,1.0,0,72.837,0,72.837,1.0,218.055,2.9937,19
5986,3072,3072,0,base,108.649,1,1.0,0,108.649,0,108.649,1.0,315.668,2.9054,19
5986,4096,3072,0,base,129.865,1,1.0,0,129.865,0,129.865,1.0,407.009,3.1341,19
6000,3072,3072,0,base,107.681,1,1.0,0,107.681,0,107.681,1.0,314.348,2.9192,19
6000,3072,6144,0,base,197.222,1,1.0,0,197.222,0,197.222,1.0,608.831,3.087,19
6000,4096,3072,0,base,133.826,1,1.0,0,133.826,0,133.826,1.0,409.537,3.0602,19
6000,8192,3072,0,base,247.787,1,1.0,0,247.787,0,247.787,1.0,782.973,3.1599,19
6001,2048,3072,0,base,75.001,1,1.0,0,75.001,0,75.001,1.0,214.787,2.8638,19
6001,3072,3072,0,base,109.21,1,1.0,0,109.21,0,109.21,1.0,314.492,2.8797,19
6001,4096,3072,0,base,130.774,1,1.0,0,130.774,0,130.774,1.0,409.393,3.1305,19
6002,2048,3072,0,base,73.289,1,1.0,0,73.289,0,73.289,1.0,215.215,2.9365,19
6002,3072,3072,0,base,108.866,1,1.0,0,108.866,0,108.866,1.0,322.816,2.9653,19
6002,3072,6144,0,base,196.531,1,1.0,0,196.531,0,196.531,1.0,613.271,3.1205,19
6002,4096,3072,0,base,131.922,1,1.0,0,131.922,0,131.922,1.0,407.165,3.0864,19
6002,8192,3072,0,base,262.663,1,1.0,0,262.663,0,262.663,1.0,781.11,2.9738,19
6004,3072,3072,0,base,111.133,1,1.0,0,111.133,0,111.133,1.0,318.092,2.8623,19
6004,4096,3072,0,base,129.99,1,1.0,0,129.99,0,129.99,1.0,408.641,3.1436,19
6010,2048,3072,0,base,72.089,1,1.0,0,72.089,0,72.089,1.0,217.195,3.0129,19
6016,2048,3072,0,base,70.321,1,1.0,0,70.321,0,70.321,1.0,217.179,3.0884,19
6016,3072,3072,0,base,103.913,1,1.0,0,103.913,0,103.913,1.0,319.736,3.077,19
6016,3072,6144,0,base,185.398,1,1.0,0,185.398,0,185.398,1.0,608.435,3.2818,19
6016,4096,3072,0,base,128.39,1,1.0,0,128.39,0,128.39,1.0,409.273,3.1877,19
6016,8192,3072,0,base,254.091,1,1.0,0,254.091,0,254.091,1.0,783.702,3.0843,19
6029,2048,3072,0,base,75.589,1,1.0,0,75.589,0,75.589,1.0,211.03,2.7918,19
6030,2048,3072,0,base,72.433,1,1.0,0,72.433,0,72.433,1.0,216.959,2.9953,19
6039,2048,3072,0,base,72.765,1,1.0,0,72.765,0,72.765,1.0,217.047,2.9829,19
6045,2048,3072,0,base,73.501,1,1.0,0,73.501,0,73.501,1.0,218.111,2.9675,19
6053,2048,3072,0,base,73.185,1,1.0,0,73.185,0,73.185,1.0,218.395,2.9841,19
6108,2048,3072,0,base,73.585,1,1.0,0,73.585,0,73.585,1.0,210.523,2.861,19
6119,3072,3072,0,base,107.785,1,1.0,0,107.785,0,107.785,1.0,317.052,2.9415,19
6119,4096,3072,0,base,130.398,1,1.0,0,130.398,0,130.398,1.0,416.313,3.1926,19
6144,2048,3072,0,base,70.233,1,1.0,0,70.233,0,70.233,1.0,216.363,3.0806,19
6144,3072,3072,0,base,104.465,1,1.0,0,104.465,0,104.465,1.0,318.352,3.0474,19
6144,3072,6144,0,base,185.794,1,1.0,0,185.794,0,185.794,1.0,608.943,3.2775,19
6144,4096,3072,0,base,128.154,1,1.0,0,128.154,0,128.154,1.0,421.181,3.2865,19
6144,8192,3072,0,base,252.647,1,1.0,0,252.647,0,252.647,1.0,800.166,3.1671,19
6183,2048,3072,0,base,89.605,1,1.0,0,89.605,0,89.605,1.0,218.027,2.4332,19
6190,2048,3072,0,base,88.489,1,1.0,0,88.489,0,88.489,1.0,222.855,2.5184,19
6220,2048,3072,0,base,89.409,1,1.0,0,89.409,0,89.409,1.0,218.695,2.446,19
6225,3072,3072,0,base,108.273,1,1.0,0,108.273,0,108.273,1.0,324.944,3.0011,19
6225,4096,3072,0,base,147.373,1,1.0,0,147.373,0,147.373,1.0,422.149,2.8645,19
6231,3072,6144,0,base,201.354,1,1.0,0,201.354,0,201.354,1.0,628.04,3.1191,19
6231,8192,3072,0,base,272.727,1,1.0,0,272.727,0,272.727,1.0,813.454,2.9827,19
6250,2048,3072,0,base,91.977,1,1.0,0,91.977,0,91.977,1.0,218.979,2.3808,19
6251,3072,6144,0,base,202.863,1,1.0,0,202.863,0,202.863,1.0,629.012,3.1007,19
6251,8192,3072,0,base,283.435,1,1.0,0,283.435,0,283.435,1.0,813.726,2.8709,19
6258,2048,3072,0,base,90.217,1,1.0,0,90.217,0,90.217,1.0,219.423,2.4322,19
6272,2048,3072,0,base,85.973,1,1.0,0,85.973,0,85.973,1.0,224.971,2.6168,19
6272,3072,3072,0,base,104.293,1,1.0,0,104.293,0,104.293,1.0,322.06,3.088,19
6272,3072,6144,0,base,184.742,1,1.0,0,184.742,0,184.742,1.0,627.276,3.3954,19
6272,4096,3072,0,base,144.15,1,1.0,0,144.15,0,144.15,1.0,419.949,2.9133,19
6272,8192,3072,0,base,261.187,1,1.0,0,261.187,0,261.187,1.0,819.074,3.136,19
6310,3072,6144,0,base,200.45,1,1.0,0,200.45,0,200.45,1.0,644.308,3.2143,19
6310,8192,3072,0,base,272.931,1,1.0,0,272.931,0,272.931,1.0,821.834,3.0111,19
6311,2048,3072,0,base,91.149,1,1.0,0,91.149,0,91.149,1.0,223.083,2.4474,19
6319,3072,3072,0,base,110.337,1,1.0,0,110.337,0,110.337,1.0,334.868,3.035,19
6319,4096,3072,0,base,146.67,1,1.0,0,146.67,0,146.67,1.0,429.761,2.9301,19
6324,2048,3072,0,base,88.345,1,1.0,0,88.345,0,88.345,1.0,220.411,2.4949,19
6339,3072,3072,0,base,109.245,1,1.0,0,109.245,0,109.245,1.0,338.888,3.1021,19
6339,4096,3072,0,base,147.11,1,1.0,0,147.11,0,147.11,1.0,427.801,2.908,19
6345,3072,6144,0,base,199.154,1,1.0,0,199.154,0,199.154,1.0,644.176,3.2346,19
6345,8192,3072,0,base,283.352,1,1.0,0,283.352,0,283.352,1.0,828.258,2.9231,19
6364,3072,3072,0,base,112.165,1,1.0,0,112.165,0,112.165,1.0,332.344,2.963,19
6364,4096,3072,0,base,146.466,1,1.0,0,146.466,0,146.466,1.0,430.957,2.9424,19
6380,3072,3072,0,base,109.142,1,1.0,0,109.142,0,109.142,1.0,335.776,3.0765,19
6380,4096,3072,0,base,146.814,1,1.0,0,146.814,0,146.814,1.0,431.109,2.9364,19
6400,2048,3072,0,base,85.593,1,1.0,0,85.593,0,85.593,1.0,225.527,2.6349,19
6400,3072,3072,0,base,105.353,1,1.0,0,105.353,0,105.353,1.0,337.86,3.2069,19
6400,3072,6144,0,base,196.81,1,1.0,0,196.81,0,196.81,1.0,641.472,3.2593,19
6400,4096,3072,0,base,143.978,1,1.0,0,143.978,0,143.978,1.0,431.461,2.9967,19
6400,8192,3072,0,base,268.851,1,1.0,0,268.851,0,268.851,1.0,834.074,3.1024,19
6415,3072,3072,0,base,110.453,1,1.0,0,110.453,0,110.453,1.0,337.116,3.0521,19
6415,4096,3072,0,base,147.121,1,1.0,0,147.121,0,147.121,1.0,437.645,2.9747,19
6442,3072,3072,0,base,108.881,1,1.0,0,108.881,0,108.881,1.0,336.52,3.0907,19
6442,4096,3072,0,base,146.198,1,1.0,0,146.198,0,146.198,1.0,437.457,2.9922,19
6448,2048,3072,0,base,87.493,1,1.0,0,87.493,0,87.493,1.0,234.262,2.6775,19
6469,3072,3072,0,base,109.737,1,1.0,0,109.737,0,109.737,1.0,333.412,3.0383,19
6469,4096,3072,0,base,147.01,1,1.0,0,147.01,0,147.01,1.0,437.826,2.9782,19
6528,2048,3072,0,base,85.605,1,1.0,0,85.605,0,85.605,1.0,231.087,2.6995,19
6528,3072,3072,0,base,105.305,1,1.0,0,105.305,0,105.305,1.0,339.116,3.2203,19
6528,3072,6144,0,base,191.322,1,1.0,0,191.322,0,191.322,1.0,658.164,3.4401,19
6528,4096,3072,0,base,143.058,1,1.0,0,143.058,0,143.058,1.0,436.777,3.0532,19
6528,8192,3072,0,base,261.927,1,1.0,0,261.927,0,261.927,1.0,849.782,3.2443,19
6537,2048,3072,0,base,88.593,1,1.0,0,88.593,0,88.593,1.0,233.671,2.6376,19
6641,2048,3072,0,base,89.317,1,1.0,0,89.317,0,89.317,1.0,236.607,2.6491,19
6656,2048,3072,0,base,85.337,1,1.0,0,85.337,0,85.337,1.0,228.383,2.6762,19
6656,3072,3072,0,base,105.613,1,1.0,0,105.613,0,105.613,1.0,341.328,3.2319,19
6656,3072,6144,0,base,196.714,1,1.0,0,196.714,0,196.714,1.0,659.64,3.3533,19
6656,4096,3072,0,base,146.594,1,1.0,0,146.594,0,146.594,1.0,451.458,3.0796,19
6656,8192,3072,0,base,264.495,1,1.0,0,264.495,0,264.495,1.0,866.723,3.2769,19
6714,3072,6144,0,base,201.078,1,1.0,0,201.078,0,201.078,1.0,678.304,3.3733,19
6714,8192,3072,0,base,292.732,1,1.0,0,292.732,0,292.732,1.0,870.203,2.9727,19
6784,2048,3072,0,base,88.289,1,1.0,0,88.289,0,88.289,1.0,239.163,2.7089,19
6784,3072,3072,0,base,106.805,1,1.0,0,106.805,0,106.805,1.0,353.749,3.3121,19
6784,3072,6144,0,base,191.538,1,1.0,0,191.538,0,191.538,1.0,674.892,3.5235,19
6784,4096,3072,0,base,147.086,1,1.0,0,147.086,0,147.086,1.0,453.489,3.0832,19
6784,8192,3072,0,base,289.347,1,1.0,0,289.347,0,289.347,1.0,884.243,3.056,19
6789,2048,3072,0,base,90.337,1,1.0,0,90.337,0,90.337,1.0,240.979,2.6676,19
6802,2048,3072,0,base,88.965,1,1.0,0,88.965,0,88.965,1.0,240.807,2.7068,19
6802,3072,3072,0,base,128.577,1,1.0,0,128.577,0,128.577,1.0,352.536,2.7418,19
6802,4096,3072,0,base,148.25,1,1.0,0,148.25,0,148.25,1.0,460.998,3.1096,19
6804,3072,6144,0,base,224.883,1,1.0,0,224.883,0,224.883,1.0,681.344,3.0298,19
6804,8192,3072,0,base,301.599,1,1.0,0,301.599,0,301.599,1.0,887.866,2.9439,19
6848,2048,3072,0,base,90.957,1,1.0,0,90.957,0,90.957,1.0,245.263,2.6965,19
6853,2048,3072,0,base,87.729,1,1.0,0,87.729,0,87.729,1.0,242.191,2.7607,19
6899,3072,3072,0,base,128.374,1,1.0,0,128.374,0,128.374,1.0,359.512,2.8005,19
6899,4096,3072,0,base,148.013,1,1.0,0,148.013,0,148.013,1.0,463.534,3.1317,19
6901,2048,3072,0,base,90.797,1,1.0,0,90.797,0,90.797,1.0,242.027,2.6656,19
6912,2048,3072,0,base,86.073,1,1.0,0,86.073,0,86.073,1.0,245.507,2.8523,19
6912,3072,3072,0,base,126.098,1,1.0,0,126.098,0,126.098,1.0,354.293,2.8097,19
6912,3072,6144,0,base,223.267,1,1.0,0,223.267,0,223.267,1.0,691.464,3.097,19
6912,4096,3072,0,base,146.602,1,1.0,0,146.602,0,146.602,1.0,466.445,3.1817,19
6912,8192,3072,0,base,296.112,1,1.0,0,296.112,0,296.112,1.0,900.987,3.0427,19
6932,3072,3072,0,base,129.326,1,1.0,0,129.326,0,129.326,1.0,357.132,2.7615,19
6932,4096,3072,0,base,149.021,1,1.0,0,149.021,0,149.021,1.0,470.441,3.1569,19
6954,3072,3072,0,base,128.145,1,1.0,0,128.145,0,128.145,1.0,360.796,2.8155,19
6954,4096,3072,0,base,148.01,1,1.0,0,148.01,0,148.01,1.0,471.578,3.1861,19
6981,3072,3072,0,base,130.442,1,1.0,0,130.442,0,130.442,1.0,359.08,2.7528,19
6981,4096,3072,0,base,148.01,1,1.0,0,148.01,0,148.01,1.0,468.738,3.1669,19
6983,3072,3072,0,base,127.598,1,1.0,0,127.598,0,127.598,1.0,363.68,2.8502,19
6983,4096,3072,0,base,147.73,1,1.0,0,147.73,0,147.73,1.0,469.214,3.1762,19
7000,3072,3072,0,base,128.126,1,1.0,0,128.126,0,128.126,1.0,368.464,2.8758,19
7000,4096,3072,0,base,148.898,1,1.0,0,148.898,0,148.898,1.0,466.314,3.1318,19
7001,2048,3072,0,base,88.765,1,1.0,0,88.765,0,88.765,1.0,251.751,2.8362,19
7001,3072,3072,0,base,129.274,1,1.0,0,129.274,0,129.274,1.0,367.705,2.8444,19
7001,3072,6144,0,base,227.179,1,1.0,0,227.179,0,227.179,1.0,713.085,3.1389,19
7001,4096,3072,0,base,152.37,1,1.0,0,152.37,0,152.37,1.0,464.826,3.0506,19
7001,8192,3072,0,base,298.144,1,1.0,0,298.144,0,298.144,1.0,912.827,3.0617,19
7002,3072,3072,0,base,130.014,1,1.0,0,130.014,0,130.014,1.0,365.509,2.8113,19
7002,4096,3072,0,base,148.338,1,1.0,0,148.338,0,148.338,1.0,472.65,3.1863,19
7003,3072,3072,0,base,127.334,1,1.0,0,127.334,0,127.334,1.0,368.045,2.8904,19
7003,4096,3072,0,base,148.038,1,1.0,0,148.038,0,148.038,1.0,469.054,3.1685,19
7004,3072,3072,0,base,128.078,1,1.0,0,128.078,0,128.078,1.0,363.916,2.8414,19
7004,4096,3072,0,base,148.87,1,1.0,0,148.87,0,148.87,1.0,467.234,3.1385,19
7009,2048,3072,0,base,88.709,1,1.0,0,88.709,0,88.709,1.0,245.823,2.7711,19
7011,3072,6144,0,base,239.907,1,1.0,0,239.907,0,239.907,1.0,714.225,2.9771,19
7011,8192,3072,0,base,296.063,1,1.0,0,296.063,0,296.063,1.0,912.983,3.0837,19
7029,3072,3072,0,base,129.305,1,1.0,0,129.305,0,129.305,1.0,368.172,2.8473,19
7029,4096,3072,0,base,148.054,1,1.0,0,148.054,0,148.054,1.0,466.906,3.1536,19
7039,2048,3072,0,base,87.941,1,1.0,0,87.941,0,87.941,1.0,251.111,2.8554,19
7040,2048,3072,0,base,86.693,1,1.0,0,86.693,0,86.693,1.0,248.991,2.8721,19
7040,3072,3072,0,base,125.114,1,1.0,0,125.114,0,125.114,1.0,368.404,2.9446,19
7040,3072,6144,0,base,227.583,1,1.0,0,227.583,0,227.583,1.0,709.109,3.1158,19
7040,4096,3072,0,base,145.266,1,1.0,0,145.266,0,145.266,1.0,468.238,3.2233,19
7040,8192,3072,0,base,298.268,1,1.0,0,298.268,0,298.268,1.0,917.499,3.0761,19
7050,3072,3072,0,base,129.842,1,1.0,0,129.842,0,129.842,1.0,367.557,2.8308,19
7050,4096,3072,0,base,149.182,1,1.0,0,149.182,0,149.182,1.0,475.022,3.1842,19
7058,2048,3072,0,base,88.765,1,1.0,0,88.765,0,88.765,1.0,249.119,2.8065,19
7060,3072,6144,0,base,242.575,1,1.0,0,242.575,0,242.575,1.0,712.049,2.9354,19
7060,8192,3072,0,base,310.32,1,1.0,0,310.32,0,310.32,1.0,920.519,2.9664,19
7077,2048,3072,0,base,91.161,1,1.0,0,91.161,0,91.161,1.0,252.171,2.7662,19
7119,3072,3072,0,base,128.25,1,1.0,0,128.25,0,128.25,1.0,369.945,2.8846,19
7119,4096,3072,0,base,149.206,1,1.0,0,149.206,0,149.206,1.0,472.798,3.1688,19
7130,2048,3072,0,base,88.241,1,1.0,0,88.241,0,88.241,1.0,250.699,2.8411,19
7140,2048,3072,0,base,88.757,1,1.0,0,88.757,0,88.757,1.0,250.519,2.8225,19
7153,3072,6144,0,base,237.543,1,1.0,0,237.543,0,237.543,1.0,710.685,2.9918,19
7153,8192,3072,0,base,308.044,1,1.0,0,308.044,0,308.044,1.0,931.359,3.0235,19
7168,2048,3072,0,base,89.061,1,1.0,0,89.061,0,89.061,1.0,251.727,2.8265,19
7168,3072,3072,0,base,124.385,1,1.0,0,124.385,0,124.385,1.0,366.953,2.9501,19
7168,3072,6144,0,base,222.163,1,1.0,0,222.163,0,222.163,1.0,710.565,3.1984,19
7168,4096,3072,0,base,145.31,1,1.0,0,145.31,0,145.31,1.0,478.366,3.292,19
7168,8192,3072,0,base,291.924,1,1.0,0,291.924,0,291.924,1.0,934.375,3.2008,19
7169,3072,3072,0,base,129.425,1,1.0,0,129.425,0,129.425,1.0,373.029,2.8822,19
7169,4096,3072,0,base,165.942,1,1.0,0,165.942,0,165.942,1.0,481.054,2.8989,19
7182,3072,3072,0,base,128.27,1,1.0,0,128.27,0,128.27,1.0,377.693,2.9445,19
7182,4096,3072,0,base,165.802,1,1.0,0,165.802,0,165.802,1.0,486.802,2.936,19
7204,3072,3072,0,base,129.666,1,1.0,0,129.666,0,129.666,1.0,373.076,2.8772,19
7204,4096,3072,0,base,166.874,1,1.0,0,166.874,0,166.874,1.0,481.518,2.8855,19
7217,3072,3072,0,base,129.898,1,1.0,0,129.898,0,129.898,1.0,373.777,2.8775,19
7217,4096,3072,0,base,165.01,1,1.0,0,165.01,0,165.01,1.0,480.954,2.9147,19
7220,3072,6144,0,base,235.483,1,1.0,0,235.483,0,235.483,1.0,728.721,3.0946,19
