family,gfx,M,N,K,q_dtype_w,prod_us,prod_tflops,prod_bw,prod_status,origami_kernelId,origami_kernelName,origami_splitK,origami_us,origami_tflops,origami_status,origami_err_ratio,origami_correct,winner,origami_speedup_vs_prod,sweep_best_kernelId,sweep_best_kernelName,sweep_best_us,sweep_best_tflops,sweep_status
a8w8_blockscale_bpreshuffle,gfx950,777,9216,1024,,24.9859,586.95,982.74,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,48.8877,299.98,ok,0.01208,True,prod_default,0.511,,,,,
a8w8_blockscale_bpreshuffle,gfx950,13,9216,2048,,12.9229,37.97,1481.13,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,384,9216,2048,,20.3378,712.74,1314.73,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,20.1404,719.72,ok,0.01293,True,origami,1.01,,,,,
a8w8_blockscale_bpreshuffle,gfx950,10,9216,2304,,12.7229,33.38,1685.23,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,112,9216,2304,,13.6403,348.7,1726.95,ok,3,a8w8_blockscale_bpreshuffle_1x128x128_256x16x256x128_8x16_16x16_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,0,12.2496,388.29,ok,0.00598,True,origami,1.114,,,,,
a8w8_blockscale_bpreshuffle,gfx950,1500,9216,2304,,66.3681,959.81,788.6,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,167.8049,379.61,ok,0.01155,True,prod_default,0.396,,,,,
a8w8_blockscale_bpreshuffle,gfx950,17,9216,6144,,26.3845,72.97,2161.91,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,768,9216,7168,,88.9686,1140.5,963.5,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,73.2056,1386.08,ok,0.01559,True,origami,1.215,,,,,
a8w8_blockscale_bpreshuffle,gfx950,14,10240,384,,12.4976,8.81,338.01,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,6,11264,384,,12.3429,4.21,361.57,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,448,11264,384,,12.8616,301.33,1134.38,ok,1,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,12.1989,317.69,ok,0.00048,True,origami,1.054,,,,,
a8w8_blockscale_bpreshuffle,gfx950,24576,11264,384,,343.3887,619.13,1652.39,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,379.1361,560.75,ok,0.00045,True,prod_default,0.906,,,,,
a8w8_blockscale_bpreshuffle,gfx950,20000,11264,1536,,506.2389,1367.06,984.87,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,1786.3997,387.4,ok,0.0,True,prod_default,0.283,,,,,
a8w8_blockscale_bpreshuffle,gfx950,12,11264,7168,,31.1073,62.29,2607.0,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,20,11264,7168,,32.2673,100.09,2520.64,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,28,11264,7168,,32.9687,137.14,2474.22,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,3072,11264,7168,,392.7124,1263.19,437.89,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,348.8022,1422.21,ok,0.01631,True,origami,1.126,,,,,
a8w8_blockscale_bpreshuffle,gfx950,1,12288,6144,,28.282,5.34,2670.54,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,56,12288,8192,,40.7155,276.9,2517.43,ok,3,a8w8_blockscale_bpreshuffle_1x128x128_256x16x256x128_8x16_16x16_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,0,34.0154,331.45,ok,0.00359,True,origami,1.197,,,,,
a8w8_blockscale_bpreshuffle,gfx950,40,14336,1536,,12.9616,135.91,1792.09,ok,3,a8w8_blockscale_bpreshuffle_1x128x128_256x16x256x128_8x16_16x16_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,0,9.0349,194.98,ok,0.0,True,origami,1.435,,,,,
a8w8_blockscale_bpreshuffle,gfx950,640,14336,1536,,34.0554,827.64,1214.29,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,36.7635,766.68,ok,0.01165,True,prod_default,0.926,,,,,
a8w8_blockscale_bpreshuffle,gfx950,6,14336,8192,,34.2127,41.19,3439.12,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,17,17408,384,,12.8456,17.69,566.97,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,448,17408,384,,15.055,397.84,1491.48,ok,13,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,0,14.3737,416.7,ok,0.00062,True,origami,1.047,,,,,
a8w8_blockscale_bpreshuffle,gfx950,10,17408,1024,,13.1043,27.21,1387.65,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,14,36864,1536,,14.6043,108.56,3949.3,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,9,36864,2304,,19.2111,79.58,4456.74,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,16384,36864,2304,,2867.7035,970.51,464.01,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,2253.4177,1235.07,ok,0.01214,True,origami,1.273,,,,,
a8w8_blockscale_bpreshuffle,gfx950,4,36864,8192,,75.1096,32.17,4025.02,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,1500,36864,8192,,990.4399,914.71,428.97,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,2665.5838,339.88,ok,0.01602,True,prod_default,0.372,,,,,
a8w8_blockscale_bpreshuffle,gfx950,2,65536,1280,,18.6884,17.95,4502.83,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,80,65536,1280,,27.5673,486.87,3427.04,ok,8,a8w8_blockscale_bpreshuffle_1x128x128_256x32x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,0,20.6484,650.01,ok,0.00955,True,origami,1.335,,,,,
a8w8_blockscale_bpreshuffle,gfx950,768,65536,1280,,128.7094,1001.08,1441.48,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,111.141,1159.33,ok,0.01105,True,origami,1.158,,,,,
