M,N,K,o_kid,hint_mode,o_us,o_rank,o_slow,oracle_kid,oracle_us,csv_kid,csv_us,csv_slow,default_us,default_slow,n_ok
1255,3072,6144,0,base,55.765,2,1.002,2,55.653,0,55.765,1.002,147.554,2.6513,19
1408,4096,3072,17,base,102.681,14,2.191,2,46.865,0,49.953,1.0659,103.157,2.2012,19
1415,4096,3072,17,base,156.922,18,3.3487,2,46.861,0,50.481,1.0773,110.905,2.3667,19
1485,3072,3072,17,base,155.198,19,3.407,2,45.553,18,63.297,1.3895,86.817,1.9059,19
1486,4096,3072,17,base,157.35,18,3.3841,2,46.497,0,51.161,1.1003,111.669,2.4017,19
1701,4096,3072,0,base,51.724,1,1.0,0,51.724,0,51.724,1.0,127.617,2.4673,19
1738,3072,3072,17,base,156.254,19,3.3347,2,46.856,0,51.165,1.0919,102.673,2.1912,19
1792,2048,3072,0,base,34.604,1,1.0,0,34.604,0,34.604,1.0,70.937,2.0499,19
1896,2048,3072,0,base,35.912,1,1.0,0,35.912,0,35.912,1.0,78.177,2.1769,19
1920,3072,6144,17,base,184.982,12,2.3929,2,77.305,0,79.009,1.022,211.239,2.7325,19
1976,3072,3072,17,base,158.294,18,3.41,2,46.421,0,50.417,1.0861,111.898,2.4105,19
2000,3072,6144,17,base,288.063,17,3.5968,2,80.089,0,82.461,1.0296,213.494,2.6657,19
2002,2048,3072,0,base,37.197,2,1.0145,2,36.664,0,37.197,1.0145,78.181,2.1323,19
2002,3072,6144,17,base,287.275,17,3.7271,2,77.077,0,82.021,1.0641,212.983,2.7633,19
2002,4096,3072,0,base,53.213,1,1.0,0,53.213,0,53.213,1.0,144.393,2.7135,19
2004,2048,3072,0,base,36.672,1,1.0,0,36.672,0,36.672,1.0,78.697,2.1459,19
2005,3072,3072,17,base,156.33,18,3.3785,2,46.272,0,50.584,1.0932,112.274,2.4264,19
2006,2048,3072,0,base,36.576,2,1.0061,2,36.356,0,36.576,1.0061,78.493,2.159,19
2008,4096,3072,0,base,52.829,1,1.0,0,52.829,0,52.829,1.0,144.082,2.7273,19
2013,3072,3072,17,base,157.258,17,3.3283,2,47.249,0,51.553,1.0911,111.729,2.3647,19
2014,4096,3072,0,base,53.329,1,1.0,0,53.329,0,53.329,1.0,144.426,2.7082,19
2024,4096,3072,0,base,53.081,1,1.0,0,53.081,0,53.081,1.0,144.49,2.7221,19
2029,2048,3072,0,base,36.448,1,1.0,0,36.448,0,36.448,1.0,79.305,2.1758,19
2030,4096,3072,0,base,52.525,1,1.0,0,52.525,0,52.525,1.0,146.158,2.7826,19
2192,4096,3072,0,base,71.18,2,1.0525,2,67.629,0,71.18,1.0525,160.025,2.3662,19
2198,3072,6144,0,base,84.529,1,1.0,0,84.529,0,84.529,1.0,233.975,2.768,19
2208,4096,3072,0,base,70.897,2,1.0509,2,67.465,0,70.897,1.0509,161.05,2.3872,19
2248,2048,3072,17,base,156.017,19,3.3374,2,46.749,18,63.893,1.3667,87.097,1.8631,19
2254,4096,3072,0,base,71.26,2,1.0517,2,67.757,0,71.26,1.0517,161.302,2.3806,19
2446,4096,3072,0,base,71.941,2,1.0369,2,69.381,0,71.941,1.0369,177.926,2.5645,19
2450,4096,3072,0,base,71.349,2,1.0216,2,69.837,0,71.349,1.0216,178.75,2.5595,19
2472,3072,3072,0,base,52.688,1,1.0,0,52.688,0,52.688,1.0,136.126,2.5836,19
2472,4096,3072,0,base,71.521,2,1.0368,2,68.985,0,71.521,1.0368,176.602,2.56,19
2488,2048,3072,17,base,154.874,19,3.3447,2,46.305,18,63.665,1.3749,94.433,2.0394,19
2504,4096,3072,0,base,70.853,2,1.0225,2,69.297,0,70.853,1.0225,176.834,2.5518,19
2560,3072,3072,0,base,51.381,1,1.0,0,51.381,0,51.381,1.0,136.33,2.6533,19
2560,3072,6144,0,base,80.993,1,1.0,0,80.993,0,80.993,1.0,262.319,3.2388,19
2560,4096,3072,0,base,67.985,2,1.0111,2,67.237,0,67.985,1.0111,178.61,2.6564,19
2688,3072,3072,0,base,51.881,1,1.0,0,51.881,0,51.881,1.0,144.574,2.7867,19
2688,3072,6144,0,base,82.701,1,1.0,0,82.701,0,82.701,1.0,278.875,3.3721,19
2741,3072,3072,0,base,70.505,2,1.0511,2,67.077,18,105.145,1.5675,151.998,2.266,19
2763,4096,3072,0,base,72.909,1,1.0,0,72.909,0,72.909,1.0,200.878,2.7552,19
2804,3072,6144,0,base,118.681,2,1.0189,2,116.477,0,118.681,1.0189,295.756,2.5392,19
2816,2048,3072,17,base,101.845,14,2.1947,2,46.404,0,49.549,1.0678,103.133,2.2225,19
2816,3072,6144,0,base,113.381,1,1.0,0,113.381,0,113.381,1.0,297.491,2.6238,19
2820,8192,3072,0,base,126.977,1,1.0,0,126.977,0,126.977,1.0,387.741,3.0536,19
2944,3072,6144,0,base,114.345,1,1.0,0,114.345,0,114.345,1.0,314.728,2.7524,19
3001,8192,3072,0,base,128.75,1,1.0,0,128.75,0,128.75,1.0,405.969,3.1532,19
3005,3072,3072,0,base,71.477,2,1.0417,2,68.617,0,71.477,1.0417,160.474,2.3387,19
3011,3072,6144,0,base,119.353,1,1.0,0,119.353,0,119.353,1.0,326.36,2.7344,19
3022,3072,3072,0,base,71.585,2,1.0448,2,68.513,0,71.585,1.0448,161.454,2.3566,19
3027,3072,6144,0,base,119.049,1,1.0,0,119.049,0,119.049,1.0,318.828,2.6781,19
3029,4096,3072,0,base,73.561,1,1.0,0,73.561,0,73.561,1.0,214.783,2.9198,19
3056,4096,3072,0,base,73.745,1,1.0,0,73.745,0,73.745,1.0,219.27,2.9734,19
3061,3072,3072,0,base,71.073,2,1.0481,2,67.809,0,71.073,1.0481,161.318,2.379,19
3109,4096,3072,0,base,89.413,1,1.0,0,89.413,0,89.413,1.0,217.574,2.4334,19
3261,2048,3072,0,base,52.489,1,1.0,0,52.489,0,52.489,1.0,120.045,2.2871,19
3314,2048,3072,0,base,52.133,1,1.0,0,52.133,0,52.133,1.0,120.245,2.3065,19
3328,3072,6144,0,base,113.641,1,1.0,0,113.641,0,113.641,1.0,354.592,3.1203,19
3331,2048,3072,0,base,51.341,1,1.0,0,51.341,0,51.341,1.0,127.422,2.4819,19
3359,2048,3072,0,base,51.813,1,1.0,0,51.813,0,51.813,1.0,127.322,2.4573,19
3371,2048,3072,0,base,52.225,1,1.0,0,52.225,0,52.225,1.0,127.881,2.4487,19
3393,2048,3072,0,base,52.565,1,1.0,0,52.565,0,52.565,1.0,127.341,2.4226,19
3395,2048,3072,0,base,51.649,1,1.0,0,51.649,0,51.649,1.0,127.785,2.4741,19
3396,2048,3072,0,base,52.265,1,1.0,0,52.265,0,52.265,1.0,128.074,2.4505,19
3413,2048,3072,0,base,51.453,1,1.0,0,51.453,0,51.453,1.0,127.934,2.4864,19
3444,4096,3072,0,base,89.537,1,1.0,0,89.537,0,89.537,1.0,244.727,2.7332,19
3456,3072,3072,0,base,69.525,1,1.0,0,69.525,0,69.525,1.0,185.402,2.6667,19
3456,4096,3072,0,base,85.869,1,1.0,0,85.869,0,85.869,1.0,235.471,2.7422,19
3480,4096,3072,0,base,88.521,1,1.0,0,88.521,0,88.521,1.0,242.819,2.7431,19
3712,3072,6144,0,base,116.925,1,1.0,0,116.925,0,116.925,1.0,381.76,3.265,19
3840,3072,6144,0,base,114.641,1,1.0,0,114.641,0,114.641,1.0,394.953,3.4451,19
3846,3072,3072,0,base,72.82,1,1.0,0,72.82,0,72.82,1.0,200.999,2.7602,19
3893,4096,3072,0,base,90.473,1,1.0,0,90.473,0,90.473,1.0,269.631,2.9802,19
3940,3072,6144,0,base,122.385,1,1.0,0,122.385,14,177.194,1.4478,420.061,3.4323,19
3968,2048,3072,0,base,51.017,1,1.0,0,51.017,0,51.017,1.0,144.114,2.8248,19
4001,2048,3072,0,base,51.489,1,1.0,0,51.489,0,51.489,1.0,143.886,2.7945,19
4049,3072,3072,0,base,73.825,1,1.0,0,73.825,0,73.825,1.0,210.15,2.8466,19
4096,3072,3072,0,base,71.513,1,1.0,0,71.513,0,71.513,1.0,209.99,2.9364,19
4476,8192,3072,0,base,188.99,1,1.0,0,188.99,0,188.99,1.0,586.411,3.1029,19
4900,3072,3072,0,base,89.185,1,1.0,0,89.185,0,89.185,1.0,251.863,2.824,19
5032,4096,3072,0,base,110.813,1,1.0,0,110.813,0,110.813,1.0,350.416,3.1622,19
5123,8192,3072,0,base,226.279,1,1.0,0,226.279,0,226.279,1.0,678.3,2.9976,19
5157,8192,3072,0,base,223.643,1,1.0,0,223.643,0,223.643,1.0,677.024,3.0273,19
5190,3072,6144,0,base,156.538,1,1.0,0,156.538,0,156.538,1.0,529.382,3.3818,19
5382,3072,3072,14,base,129.174,4,1.2458,2,103.689,14,129.174,1.2458,283.719,2.7362,19
5384,3072,3072,14,base,129.317,4,1.2386,2,104.405,14,129.317,1.2386,287.367,2.7524,19
5386,4096,3072,0,base,128.277,1,1.0,0,128.277,0,128.277,1.0,372.268,2.9021,19
5389,4096,3072,0,base,128.078,1,1.0,0,128.078,0,128.078,1.0,369.465,2.8847,19
5480,3072,3072,0,base,109.049,1,1.0,0,109.049,0,109.049,1.0,284.147,2.6057,19
5969,2048,3072,0,base,73.172,1,1.0,0,73.172,0,73.172,1.0,209.263,2.8599,19
6380,4096,3072,0,base,147.174,1,1.0,0,147.174,0,147.174,1.0,421.337,2.8629,19
6400,8192,3072,0,base,263.343,1,1.0,0,263.343,0,263.343,1.0,835.846,3.174,19
8903,8192,3072,0,base,379.724,1,1.0,0,379.724,0,379.724,1.0,1160.55,3.0563,19
9471,2048,3072,0,base,111.589,1,1.0,0,111.589,0,111.589,1.0,324.064,2.9041,19
10006,2048,3072,0,base,111.533,1,1.0,0,111.533,0,111.533,1.0,347.9,3.1192,19
10008,2048,3072,0,base,110.669,1,1.0,0,110.669,0,110.669,1.0,347.656,3.1414,19
10014,2048,3072,0,base,111.265,1,1.0,0,111.265,0,111.265,1.0,350.4,3.1492,19
10037,8192,3072,0,base,442.817,1,1.0,0,442.817,0,442.817,1.0,1301.663,2.9395,19
10127,2048,3072,0,base,114.746,1,1.0,0,114.746,0,114.746,1.0,348.516,3.0373,19
10242,3072,3072,0,base,167.918,1,1.0,0,167.918,0,167.918,1.0,514.078,3.0615,19
10286,4096,3072,0,base,224.211,1,1.0,0,224.211,0,224.211,1.0,678.704,3.0271,19
10291,4096,3072,0,base,223.622,1,1.0,0,223.622,0,223.622,1.0,678.508,3.0342,19
10311,4096,3072,0,base,228.175,1,1.0,0,228.175,0,228.175,1.0,679.348,2.9773,19
10320,4096,3072,0,base,231.835,1,1.0,0,231.835,0,231.835,1.0,680.008,2.9332,19
10332,2048,3072,0,base,128.537,1,1.0,0,128.537,0,128.537,1.0,352.616,2.7433,19
10368,2048,3072,0,base,124.414,1,1.0,0,124.414,0,124.414,1.0,349.308,2.8076,19
10401,3072,3072,0,base,174.33,1,1.0,0,174.33,0,174.33,1.0,519.702,2.9811,19
10445,2048,3072,0,base,127.71,1,1.0,0,127.71,0,127.71,1.0,352.892,2.7632,19
10460,3072,6144,0,base,345.5,1,1.0,0,345.5,0,345.5,1.0,1042.636,3.0178,19
10476,2048,3072,0,base,132.61,1,1.0,0,132.61,0,132.61,1.0,357.288,2.6943,19
10476,3072,3072,0,base,170.594,1,1.0,0,170.594,0,170.594,1.0,519.342,3.0443,19
10493,2048,3072,0,base,128.678,1,1.0,0,128.678,0,128.678,1.0,353.376,2.7462,19
10509,3072,6144,0,base,345.52,1,1.0,0,345.52,0,345.52,1.0,1046.452,3.0286,19
10552,4096,3072,0,base,238.587,1,1.0,0,238.587,0,238.587,1.0,692.428,2.9022,19
10605,3072,3072,0,base,177.318,1,1.0,0,177.318,0,177.318,1.0,529.85,2.9881,19
10800,3072,3072,0,base,169.698,1,1.0,0,169.698,0,169.698,1.0,537.934,3.17,19
10807,8192,3072,0,base,478.709,1,1.0,0,478.709,0,478.709,1.0,1410.517,2.9465,19
10963,8192,3072,0,base,480.018,1,1.0,0,480.018,0,480.018,1.0,1430.357,2.9798,19
11010,3072,3072,0,base,192.338,1,1.0,0,192.338,0,192.338,1.0,546.082,2.8392,19
11392,8192,3072,0,base,503.494,1,1.0,0,503.494,0,503.494,1.0,1491.321,2.9619,19
11419,3072,3072,0,base,189.262,1,1.0,0,189.262,0,189.262,1.0,564.147,2.9808,19
11904,4096,3072,0,base,243.763,1,1.0,0,243.763,0,243.763,1.0,780.493,3.2019,19
11904,8192,3072,0,base,518.726,1,1.0,0,518.726,0,518.726,1.0,1553.438,2.9947,19
12684,4096,3072,0,base,271.123,1,1.0,0,271.123,0,271.123,1.0,831.402,3.0665,19
13259,4096,3072,0,base,275.919,1,1.0,0,275.919,0,275.919,1.0,868.026,3.1459,19
13937,3072,6144,0,base,449.553,1,1.0,0,449.553,0,449.553,1.0,1392.456,3.0974,19
14050,2048,3072,0,base,157.102,1,1.0,0,157.102,0,157.102,1.0,463.221,2.9485,19
14123,4096,3072,0,base,309.168,1,1.0,0,309.168,0,309.168,1.0,923.883,2.9883,19
14132,8192,3072,0,base,626.251,1,1.0,0,626.251,0,626.251,1.0,1837.725,2.9345,19
14464,4096,3072,0,base,314.035,1,1.0,0,314.035,0,314.035,1.0,943.119,3.0032,19
16263,8192,3072,0,base,729.341,1,1.0,0,729.341,0,729.341,1.0,2114.405,2.8991,19
16384,3072,6144,0,base,494.098,1,1.0,0,494.098,0,494.098,1.0,1609.995,3.2585,19
16699,2048,3072,0,base,187.55,1,1.0,0,187.55,0,187.55,1.0,553.731,2.9524,19
17920,2048,3072,0,base,188.758,1,1.0,0,188.758,0,188.758,1.0,589.843,3.1249,19
18023,8192,3072,0,base,814.71,1,1.0,0,814.71,0,814.71,1.0,2348.707,2.8829,19
18247,2048,3072,0,base,199.754,1,1.0,0,199.754,0,199.754,1.0,603.039,3.0189,19
18304,4096,3072,0,base,403.717,1,1.0,0,403.717,0,403.717,1.0,1189.294,2.9459,19
18371,2048,3072,0,base,198.902,1,1.0,0,198.902,0,198.902,1.0,603.627,3.0348,19
18558,4096,3072,0,base,425.085,1,1.0,0,425.085,0,425.085,1.0,1202.586,2.829,19
18560,2048,3072,0,base,209.126,1,1.0,0,209.126,0,209.126,1.0,613.215,2.9323,19
19001,8192,3072,0,base,875.594,1,1.0,0,875.594,0,875.594,1.0,2471.229,2.8223,19
20002,3072,6144,0,base,644.86,1,1.0,0,644.86,0,644.86,1.0,1985.975,3.0797,19
20055,4096,3072,0,base,441.689,1,1.0,0,441.689,0,441.689,1.0,1302.299,2.9485,19
20239,2048,3072,0,base,215.35,1,1.0,0,215.35,0,215.35,1.0,667.147,3.098,19
20388,4096,3072,0,base,444.721,1,1.0,0,444.721,0,444.721,1.0,1325.344,2.9802,19
20459,3072,6144,0,base,638.243,1,1.0,0,638.243,0,638.243,1.0,2016.94,3.1601,19
20598,3072,6144,0,base,664.024,1,1.0,0,664.024,0,664.024,1.0,2027.572,3.0535,19
20931,4096,3072,0,base,459.157,1,1.0,0,459.157,0,459.157,1.0,1353.132,2.947,19
21041,8192,3072,0,base,940.711,1,1.0,0,940.711,0,940.711,1.0,2732.44,2.9047,19
21504,4096,3072,0,base,468.493,1,1.0,0,468.493,0,468.493,1.0,1399.188,2.9866,19
22010,4096,3072,0,base,481.274,1,1.0,0,481.274,0,481.274,1.0,1432.353,2.9762,19
22010,8192,3072,0,base,980.695,1,1.0,0,980.695,0,980.695,1.0,2858.614,2.9149,19
22144,3072,3072,0,base,367.588,1,1.0,0,367.588,0,367.588,1.0,1076.989,2.9299,19
22400,8192,3072,0,base,982.292,1,1.0,0,982.292,0,982.292,1.0,2900.53,2.9528,19
25001,4096,3072,0,base,568.855,1,1.0,0,568.855,0,568.855,1.0,1628.667,2.8631,19
25385,8192,3072,0,base,1131.353,1,1.0,0,1131.353,0,1131.353,1.0,3292.879,2.9106,19
25728,3072,6144,0,base,821.026,1,1.0,0,821.026,0,821.026,1.0,2530.226,3.0818,19
25740,8192,3072,0,base,1166.934,1,1.0,0,1166.934,0,1166.934,1.0,3333.023,2.8562,19
26134,8192,3072,0,base,1176.574,1,1.0,0,1176.574,0,1176.574,1.0,3385.292,2.8772,19
26274,8192,3072,0,base,1187.242,1,1.0,0,1187.242,0,1187.242,1.0,3406.888,2.8696,19
26496,3072,3072,0,base,440.109,1,1.0,0,440.109,0,440.109,1.0,1299.763,2.9533,19
26762,2048,3072,0,base,300.492,1,1.0,0,300.492,0,300.492,1.0,870.878,2.8982,19
27656,8192,3072,0,base,1235.971,1,1.0,0,1235.971,0,1235.971,1.0,3581.222,2.8975,19
27904,2048,3072,0,base,304.204,1,1.0,0,304.204,0,304.204,1.0,908.535,2.9866,19
28663,8192,3072,0,base,1269.571,1,1.0,0,1269.571,0,1269.571,1.0,3704.227,2.9177,19
28800,2048,3072,0,base,321.6,1,1.0,0,321.6,0,321.6,1.0,938.295,2.9176,19
29312,3072,3072,0,base,499.682,1,1.0,0,499.682,0,499.682,1.0,1430.033,2.8619,19
30027,8192,3072,0,base,1323.748,1,1.0,0,1323.748,0,1323.748,1.0,3885.622,2.9353,19
31013,8192,3072,0,base,1355.036,1,1.0,0,1355.036,0,1355.036,1.0,4014.235,2.9625,19
31044,3072,6144,0,base,1020.6,1,1.0,0,1020.6,0,1020.6,1.0,3077.616,3.0155,19
31189,3072,6144,0,base,1021.452,1,1.0,0,1021.452,0,1021.452,1.0,3100.12,3.035,19
31360,8192,3072,0,base,1327.775,1,1.0,0,1327.775,0,1327.775,1.0,4049.952,3.0502,19
31997,2048,3072,0,base,360.464,1,1.0,0,360.464,0,360.464,1.0,1037.164,2.8773,19
31998,2048,3072,0,base,367.264,1,1.0,0,367.264,0,367.264,1.0,1039.457,2.8303,19
32003,8192,3072,0,base,1385.42,1,1.0,0,1385.42,0,1385.42,1.0,4141.985,2.9897,19
32064,2048,3072,0,base,362.428,1,1.0,0,362.428,0,362.428,1.0,1047.548,2.8904,19
32064,3072,3072,0,base,556.643,1,1.0,0,556.643,0,556.643,1.0,1568.806,2.8183,19
32244,8192,3072,0,base,1393.14,1,1.0,0,1393.14,0,1393.14,1.0,4168.289,2.992,19
