family,gfx,M,N,K,q_dtype_w,prod_us,prod_tflops,prod_bw,prod_status,origami_kernelId,origami_kernelName,origami_splitK,origami_us,origami_tflops,origami_status,origami_err_ratio,origami_correct,winner,origami_speedup_vs_prod,sweep_best_kernelId,sweep_best_kernelName,sweep_best_us,sweep_best_tflops,sweep_status
a8w8_blockscale,gfx950,1280,11264,512,,33.7967,436.85,1043.25,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,27.3966,538.9,ok,0.0,True,origami,1.234,,,,,
a8w8_blockscale,gfx950,28,12288,2048,,11.9136,118.29,2174.93,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,1,12288,8192,,29.946,6.72,3362.59,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,32,12800,6400,,24.1419,217.17,3435.69,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,768,12800,6400,,335.3872,375.18,317.53,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,101.2435,1242.84,ok,0.0,True,origami,3.313,,,,,
a8w8_blockscale,gfx950,1536,12800,6400,,661.6248,380.36,198.11,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,166.3329,1512.98,ok,0.0,True,origami,3.978,,,,,
a8w8_blockscale,gfx950,28,14336,512,,11.1149,36.98,733.9,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,1234,14336,512,,41.0156,441.67,1056.99,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,33.5954,539.22,ok,0.0,True,origami,1.221,,,,,
a8w8_blockscale,gfx950,4096,14336,512,,122.5853,490.51,1035.02,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,84.3685,712.7,ok,0.0,True,origami,1.453,,,,,
a8w8_blockscale,gfx950,10000,14336,512,,301.8518,486.33,991.15,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,232.7223,630.8,ok,0.0,True,origami,1.297,,,,,
a8w8_blockscale,gfx950,2,14336,3072,,13.627,12.93,3236.5,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,56,14336,3072,,22.9258,215.15,1998.53,ok,4,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,0,17.6097,280.1,ok,0.0,True,origami,1.302,,,,,
a8w8_blockscale,gfx950,1280,16384,512,,35.9688,597.04,1417.54,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,35.1154,611.55,ok,0.0,True,origami,1.024,,,,,
a8w8_blockscale,gfx950,1234,17408,5120,,592.446,371.29,233.62,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,176.4238,1246.83,ok,0.0,True,origami,3.358,,,,,
a8w8_blockscale,gfx950,3000,17408,5120,,1391.4939,384.32,150.15,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,380.7975,1404.35,ok,0.0,True,origami,3.654,,,,,
a8w8_blockscale,gfx950,14,20480,1536,,11.5443,76.3,2776.46,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,128,20480,8704,,140.8803,323.92,1310.44,ok,12,a8w8_blockscale_1x128x128_256x32x128x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,0,97.2048,469.46,ok,0.0,True,origami,1.449,,,,,
a8w8_blockscale,gfx950,3000,20480,8704,,2783.845,384.2,117.55,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,799.0864,1338.46,ok,0.0,True,origami,3.484,,,,,
a8w8_blockscale,gfx950,1536,24576,1536,,117.2345,989.16,986.1,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,119.3266,971.82,ok,0.0,True,prod_default,0.982,,,,,
a8w8_blockscale,gfx950,640,25600,5120,,486.4184,344.91,343.57,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,125.188,1340.16,ok,0.0,True,origami,3.886,,,,,
a8w8_blockscale,gfx950,1536,32768,512,,72.9202,706.79,1621.32,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,72.7576,708.37,ok,0.0,True,origami,1.002,,,,,
a8w8_blockscale,gfx950,56,32768,768,,11.6563,241.81,2477.54,ok,4,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,0,9.9442,283.44,ok,0.0,True,origami,1.172,,,,,
a8w8_blockscale,gfx950,48,32768,8704,,88.5979,309.04,3259.4,ok,7,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,0,88.2232,310.35,ok,0.0,True,origami,1.004,,,,,
a8w8_blockscale,gfx950,768,32768,18432,,2464.9221,376.37,271.19,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,801.3279,1157.72,ok,0.0,True,origami,3.076,,,,,
a8w8_blockscale,gfx950,1280,32768,18432,,4138.1129,373.65,171.93,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,1351.9758,1143.65,ok,0.0,True,origami,3.061,,,,,
a8w8_blockscale,gfx950,7,36864,7168,,64.404,57.44,4111.66,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,12,36864,7168,,62.7867,101.01,4224.01,ok,,,,,,no_pick,,,,,,,,,
